InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
542274,90019,Water Bottle,12,2023-04-25 20:12:00,94.91,10948,Netherlands,1138.92
542275,71053,Coffee Mug,12,2024-06-13 04:32:00,6.73,10906,France,80.76
542276,22423,LED Lamp,1,2024-12-09 08:34:00,68.84,10520,United Kingdom,68.84
542277,22752,Gift Bag,3,2023-12-14 07:14:00,62.82,10232,Nigeria,188.46
542278,47566,Notebook,5,2024-01-09 07:23:00,45.01,10258,Netherlands,225.05
542279,71053,Coffee Mug,14,2024-01-04 06:06:00,146.5,10522,United Kingdom,2051.0
542280,84406B,Storage Box,4,2024-07-18 05:17:00,56.16,10450,Ireland,224.64
542281,22423,LED Lamp,15,2024-08-13 23:15:00,2.74,10555,Ireland,41.1
542282,71053,Coffee Mug,8,2023-12-08 04:51:00,132.61,10624,Netherlands,1060.88
542283,90019,Water Bottle,19,2023-11-23 08:42:00,24.66,10240,Netherlands,468.54
542284,85123A,White Hanging Heart,1,2023-11-21 22:00:00,45.91,10244,Spain,45.91
542285,22752,Gift Bag,17,2023-11-30 22:42:00,119.9,10212,Nigeria,2038.3
542286,90019,Water Bottle,2,2023-07-25 09:40:00,26.66,10096,Germany,53.32
542287,71053,Coffee Mug,7,2024-12-29 10:35:00,85.18,10993,France,596.26
542288,90019,Water Bottle,13,2023-05-01 02:30:00,79.95,10089,United Kingdom,1039.35
542289,22752,Gift Bag,11,2024-06-08 05:55:00,69.6,10761,Nigeria,765.6
542290,90019,Water Bottle,13,2024-03-09 14:40:00,73.56,10208,Spain,956.28
542291,84406B,Storage Box,10,2023-09-14 21:50:00,51.87,10015,United Kingdom,518.7
542292,71053,Coffee Mug,13,2023-04-11 01:37:00,41.1,10629,Netherlands,534.3
542293,90019,Water Bottle,7,2023-11-25 05:10:00,145.4,10015,Nigeria,1017.8
542294,22752,Gift Bag,2,2023-03-20 04:38:00,31.2,10676,United Kingdom,62.4
542295,71053,Coffee Mug,10,2023-12-03 16:51:00,101.28,10767,United Kingdom,1012.8
542296,47566,Notebook,11,2024-01-23 02:10:00,19.85,10646,United Kingdom,218.35
542297,71053,Coffee Mug,18,2023-06-07 11:57:00,137.83,10989,Netherlands,2480.94
542298,84406B,Storage Box,17,2023-12-07 17:30:00,81.08,10075,Spain,1378.36
542299,22423,LED Lamp,15,2023-11-09 13:04:00,39.38,10375,Germany,590.7
542300,22752,Gift Bag,16,2023-03-31 23:35:00,94.76,10936,Ireland,1516.16
542301,22752,Gift Bag,13,2023-02-26 15:30:00,45.86,10118,France,596.18
542302,22752,Gift Bag,14,2024-07-05 17:49:00,135.99,10793,Netherlands,1903.86
542303,47566,Notebook,17,2023-11-16 16:51:00,48.64,10959,Spain,826.88
542304,85123A,White Hanging Heart,2,2024-07-17 10:13:00,23.6,10129,Netherlands,47.2
542305,47566,Notebook,6,2023-06-06 07:12:00,1.94,10706,Spain,11.64
542306,84406B,Storage Box,16,2023-06-15 03:17:00,7.06,10059,Ireland,112.96
542307,84406B,Storage Box,16,2023-03-05 13:31:00,106.15,10595,France,1698.4
542308,22423,LED Lamp,3,2023-02-17 21:32:00,4.03,10206,Netherlands,12.09
542309,90019,Water Bottle,5,2024-04-17 01:27:00,32.05,10644,Germany,160.25
542310,47566,Notebook,13,2024-07-16 22:20:00,53.26,10994,France,692.38
542311,47566,Notebook,13,2023-06-29 04:51:00,148.23,10756,Netherlands,1926.99
542312,90019,Water Bottle,4,2023-07-23 03:55:00,133.96,10717,France,535.84
542313,85123A,White Hanging Heart,10,2023-03-08 13:12:00,130.76,10692,Spain,1307.6
542314,47566,Notebook,14,2023-02-25 13:10:00,24.12,10414,Nigeria,337.68
542315,47566,Notebook,1,2023-02-10 17:05:00,27.66,10903,Germany,27.66
542316,22423,LED Lamp,14,2024-11-14 03:47:00,38.49,10705,Spain,538.86
542317,84406B,Storage Box,5,2023-06-21 04:54:00,9.49,10793,Germany,47.45
542318,22423,LED Lamp,15,2024-05-22 01:23:00,23.39,10675,Ireland,350.85
542319,47566,Notebook,20,2023-08-21 15:52:00,111.27,10583,France,2225.4
542320,22752,Gift Bag,15,2024-02-17 23:46:00,38.71,10482,Netherlands,580.65
542321,71053,Coffee Mug,11,2024-07-27 10:20:00,131.99,10905,Germany,1451.89
542322,90019,Water Bottle,4,2023-06-21 03:53:00,108.71,10216,Netherlands,434.84
542323,85123A,White Hanging Heart,18,2023-04-14 11:14:00,11.78,10349,Ireland,212.04
542324,90019,Water Bottle,12,2024-01-13 07:58:00,104.68,10155,Nigeria,1256.16
542325,71053,Coffee Mug,6,2023-09-24 19:47:00,66.99,10149,Ireland,401.94
542326,47566,Notebook,18,2024-08-17 11:20:00,49.53,10424,Spain,891.54
542327,22752,Gift Bag,17,2023-12-01 02:52:00,26.5,10239,Ireland,450.5
542328,90019,Water Bottle,13,2024-09-24 16:59:00,121.42,10015,Nigeria,1578.46
542329,90019,Water Bottle,8,2023-06-04 09:31:00,56.65,10389,Ireland,453.2
542330,22752,Gift Bag,7,2024-12-30 11:37:00,49.53,10377,United Kingdom,346.71
542331,47566,Notebook,9,2024-10-25 17:54:00,130.26,10472,Netherlands,1172.34
542332,85123A,White Hanging Heart,2,2024-07-13 06:29:00,83.98,10774,Ireland,167.96
542333,84406B,Storage Box,16,2024-11-02 12:01:00,100.23,10974,Spain,1603.68
542334,71053,Coffee Mug,11,2024-03-20 20:01:00,76.33,10647,Ireland,839.63
542335,71053,Coffee Mug,4,2023-02-26 06:56:00,12.65,10565,Ireland,50.6
542336,90019,Water Bottle,19,2023-06-03 17:20:00,27.99,10966,Nigeria,531.81
542337,84406B,Storage Box,14,2023-03-24 17:37:00,41.07,10433,Netherlands,574.98
542338,22752,Gift Bag,8,2024-09-26 02:11:00,138.44,10547,France,1107.52
542339,71053,Coffee Mug,18,2024-11-20 08:29:00,39.6,10198,Germany,712.8
542340,22423,LED Lamp,20,2024-05-15 08:03:00,130.9,10356,Netherlands,2618.0
542341,22423,LED Lamp,13,2024-08-17 12:39:00,6.37,10281,Netherlands,82.81
542342,71053,Coffee Mug,2,2024-06-14 08:27:00,98.08,10021,Ireland,196.16
542343,90019,Water Bottle,17,2023-10-02 03:35:00,46.4,10650,Netherlands,788.8
542344,90019,Water Bottle,15,2024-01-02 15:49:00,112.28,10385,Spain,1684.2
542345,84406B,Storage Box,19,2024-10-02 06:54:00,20.11,10495,Netherlands,382.09
542346,22752,Gift Bag,3,2024-08-27 14:15:00,123.7,10108,France,371.1
542347,22752,Gift Bag,9,2024-08-24 17:02:00,65.12,10018,Netherlands,586.08
542348,85123A,White Hanging Heart,3,2024-09-20 02:23:00,31.19,10166,Nigeria,93.57
542349,90019,Water Bottle,6,2024-10-02 18:31:00,38.19,10892,United Kingdom,229.14
542350,90019,Water Bottle,4,2024-06-16 22:52:00,116.79,10042,Netherlands,467.16
542351,47566,Notebook,10,2024-06-21 10:35:00,149.46,10325,Spain,1494.6
542352,85123A,White Hanging Heart,3,2024-06-19 17:06:00,36.11,10792,Spain,108.33
542353,22423,LED Lamp,7,2023-12-22 23:32:00,113.19,10771,France,792.33
542354,71053,Coffee Mug,10,2024-10-05 07:11:00,6.45,10720,Spain,64.5
542355,71053,Coffee Mug,8,2023-09-09 21:55:00,137.04,10114,United Kingdom,1096.32
542356,71053,Coffee Mug,17,2023-03-12 23:47:00,102.21,10110,Germany,1737.57
542357,90019,Water Bottle,2,2024-09-03 00:37:00,94.49,10748,Netherlands,188.98
542358,85123A,White Hanging Heart,1,2023-03-22 01:52:00,75.59,10416,United Kingdom,75.59
542359,84406B,Storage Box,7,2024-09-14 03:02:00,27.41,10647,France,191.87
542360,71053,Coffee Mug,2,2023-07-21 22:34:00,20.71,10272,Nigeria,41.42
542361,71053,Coffee Mug,1,2024-07-16 21:07:00,149.85,10800,Netherlands,149.85
542362,90019,Water Bottle,14,2024-01-30 12:52:00,88.27,10923,United Kingdom,1235.78
542363,84406B,Storage Box,18,2023-12-10 23:49:00,127.55,10722,Germany,2295.9
542364,85123A,White Hanging Heart,13,2024-05-20 12:10:00,87.79,10064,Netherlands,1141.27
542365,22423,LED Lamp,15,2023-06-06 22:00:00,71.92,10699,United Kingdom,1078.8
542366,71053,Coffee Mug,6,2023-10-17 18:46:00,85.18,10291,United Kingdom,511.08
542367,90019,Water Bottle,2,2023-07-31 16:14:00,121.31,10191,Nigeria,242.62
542368,47566,Notebook,20,2024-08-08 18:58:00,30.77,10273,Netherlands,615.4
542369,71053,Coffee Mug,5,2024-03-11 00:06:00,88.16,10590,Nigeria,440.8
542370,47566,Notebook,15,2023-07-12 06:01:00,144.31,10599,Netherlands,2164.65
542371,22423,LED Lamp,16,2024-06-01 14:23:00,86.67,10761,Ireland,1386.72
542372,85123A,White Hanging Heart,7,2023-02-25 06:12:00,74.35,10508,Germany,520.45
542373,90019,Water Bottle,13,2023-07-10 09:39:00,67.13,10311,United Kingdom,872.69
542374,84406B,Storage Box,11,2024-04-27 19:13:00,82.61,10659,Ireland,908.71
542375,22423,LED Lamp,2,2023-05-23 18:14:00,68.29,10427,Ireland,136.58
542376,90019,Water Bottle,2,2023-08-10 20:39:00,46.3,10698,Netherlands,92.6
542377,22423,LED Lamp,11,2024-03-05 01:37:00,98.38,10166,United Kingdom,1082.18
542378,90019,Water Bottle,14,2024-01-26 18:27:00,50.82,10348,Nigeria,711.48
542379,47566,Notebook,8,2024-03-02 22:52:00,70.64,10271,Ireland,565.12
542380,71053,Coffee Mug,8,2023-06-20 09:46:00,121.88,10361,Ireland,975.04
542381,84406B,Storage Box,17,2024-05-12 11:55:00,137.29,10792,Germany,2333.93
542382,71053,Coffee Mug,13,2024-04-21 14:31:00,36.49,10264,Nigeria,474.37
542383,90019,Water Bottle,13,2023-03-11 04:53:00,31.57,10941,Spain,410.41
542384,22752,Gift Bag,14,2023-02-22 00:42:00,79.77,10861,United Kingdom,1116.78
542385,22423,LED Lamp,2,2024-03-13 08:41:00,72.1,10548,Germany,144.2
542386,47566,Notebook,8,2024-06-10 13:07:00,147.64,10807,Netherlands,1181.12
542387,71053,Coffee Mug,17,2023-09-30 05:31:00,104.52,10312,Ireland,1776.84
542388,90019,Water Bottle,16,2024-01-18 09:39:00,21.21,10199,Ireland,339.36
542389,85123A,White Hanging Heart,9,2023-07-15 20:35:00,125.93,10297,Spain,1133.37
542390,47566,Notebook,6,2024-01-28 09:15:00,90.19,10919,Netherlands,541.14
542391,22752,Gift Bag,2,2024-11-04 08:17:00,102.82,10588,Netherlands,205.64
542392,22752,Gift Bag,1,2024-06-13 06:50:00,92.54,10403,United Kingdom,92.54
542393,84406B,Storage Box,15,2024-09-03 00:29:00,92.82,10373,Germany,1392.3
542394,90019,Water Bottle,13,2024-04-10 09:53:00,31.42,10053,Germany,408.46
542395,22423,LED Lamp,4,2023-11-03 05:53:00,8.3,10520,Germany,33.2
542396,71053,Coffee Mug,6,2024-04-06 19:09:00,87.64,10121,Ireland,525.84
542397,22423,LED Lamp,6,2023-01-02 08:10:00,6.63,10662,Germany,39.78
542398,85123A,White Hanging Heart,16,2023-07-07 00:49:00,77.5,10197,United Kingdom,1240.0
542399,85123A,White Hanging Heart,11,2024-11-17 07:19:00,125.65,10921,Germany,1382.15
542400,22752,Gift Bag,16,2023-07-14 19:23:00,135.03,10067,Ireland,2160.48
542401,85123A,White Hanging Heart,6,2024-02-14 07:19:00,47.95,10717,United Kingdom,287.7
542402,84406B,Storage Box,7,2023-03-29 23:50:00,134.31,10686,Ireland,940.17
542403,22752,Gift Bag,14,2024-01-24 23:46:00,125.03,10568,United Kingdom,1750.42
542404,84406B,Storage Box,5,2024-09-07 14:48:00,67.56,10723,United Kingdom,337.8
542405,47566,Notebook,20,2023-08-19 20:16:00,113.48,10494,Netherlands,2269.6
542406,22423,LED Lamp,2,2023-05-30 00:16:00,95.96,10058,Spain,191.92
542407,71053,Coffee Mug,18,2024-12-12 11:21:00,63.76,10661,France,1147.68
542408,90019,Water Bottle,6,2024-08-16 17:07:00,61.61,10199,Ireland,369.66
542409,85123A,White Hanging Heart,15,2023-12-22 18:11:00,110.1,10293,United Kingdom,1651.5
542410,85123A,White Hanging Heart,14,2024-01-23 13:42:00,104.04,10621,Nigeria,1456.56
542411,90019,Water Bottle,15,2023-12-03 06:34:00,102.67,10669,Ireland,1540.05
542412,47566,Notebook,15,2023-06-15 07:27:00,8.57,10736,United Kingdom,128.55
542413,47566,Notebook,13,2023-03-20 23:35:00,55.75,10068,Spain,724.75
542414,71053,Coffee Mug,20,2023-08-27 21:14:00,26.22,10852,France,524.4
542415,47566,Notebook,8,2024-02-03 08:15:00,36.07,10513,Ireland,288.56
542416,22423,LED Lamp,2,2023-11-25 20:55:00,49.29,10272,Netherlands,98.58
542417,85123A,White Hanging Heart,5,2024-05-02 09:23:00,134.58,10815,Germany,672.9
542418,22423,LED Lamp,3,2024-04-28 01:25:00,127.04,10240,Germany,381.12
542419,85123A,White Hanging Heart,4,2023-06-25 10:59:00,68.8,10051,Ireland,275.2
542420,84406B,Storage Box,13,2024-06-05 00:54:00,37.4,10673,United Kingdom,486.2
542421,47566,Notebook,18,2024-05-13 04:50:00,55.94,10118,United Kingdom,1006.92
542422,71053,Coffee Mug,19,2023-08-06 09:01:00,70.9,10325,Netherlands,1347.1
542423,90019,Water Bottle,6,2024-04-21 18:45:00,120.21,10315,United Kingdom,721.26
542424,84406B,Storage Box,8,2024-08-02 22:07:00,130.4,10635,Netherlands,1043.2
542425,22752,Gift Bag,18,2023-06-19 15:47:00,85.84,10665,Germany,1545.12
542426,85123A,White Hanging Heart,11,2023-11-04 13:47:00,46.2,10523,Spain,508.2
542427,85123A,White Hanging Heart,1,2023-09-16 07:37:00,9.59,10059,United Kingdom,9.59
542428,22423,LED Lamp,11,2024-06-10 23:56:00,99.14,10384,Netherlands,1090.54
542429,71053,Coffee Mug,3,2023-03-25 01:26:00,130.57,10331,Spain,391.71
542430,47566,Notebook,7,2023-05-01 19:50:00,31.61,10817,Nigeria,221.27
542431,22423,LED Lamp,6,2023-10-07 10:23:00,45.68,10759,Ireland,274.08
542432,85123A,White Hanging Heart,20,2024-06-13 20:38:00,92.81,10752,Spain,1856.2
542433,84406B,Storage Box,7,2024-05-06 21:38:00,148.76,10413,Netherlands,1041.32
542434,47566,Notebook,6,2024-02-28 16:47:00,96.64,10512,Germany,579.84
542435,90019,Water Bottle,7,2024-04-29 01:56:00,103.52,10129,United Kingdom,724.64
542436,22423,LED Lamp,15,2024-07-01 10:22:00,89.78,10736,Spain,1346.7
542437,85123A,White Hanging Heart,13,2023-03-25 14:14:00,127.84,10187,Ireland,1661.92
542438,90019,Water Bottle,7,2024-07-25 15:44:00,79.9,10104,Netherlands,559.3
542439,85123A,White Hanging Heart,10,2024-04-15 00:27:00,127.48,10813,France,1274.8
542440,22423,LED Lamp,10,2023-08-01 19:31:00,44.82,10612,Germany,448.2
542441,84406B,Storage Box,11,2024-04-16 06:33:00,48.55,10327,France,534.05
542442,85123A,White Hanging Heart,4,2023-03-02 06:26:00,81.18,10701,France,324.72
542443,71053,Coffee Mug,2,2024-03-27 15:44:00,106.19,10172,France,212.38
542444,71053,Coffee Mug,13,2023-03-05 20:06:00,49.02,10456,France,637.26
542445,71053,Coffee Mug,12,2024-09-06 07:30:00,118.17,10871,Nigeria,1418.04
542446,84406B,Storage Box,20,2023-01-27 02:15:00,72.6,10548,Germany,1452.0
542447,90019,Water Bottle,7,2024-09-20 10:07:00,138.12,10821,France,966.84
542448,71053,Coffee Mug,19,2024-04-05 16:16:00,105.81,10604,Ireland,2010.39
542449,84406B,Storage Box,17,2024-02-22 22:03:00,68.05,10485,Germany,1156.85
542450,47566,Notebook,10,2023-06-06 04:14:00,45.9,10994,Germany,459.0
542451,47566,Notebook,1,2023-03-13 18:42:00,103.18,10523,Spain,103.18
542452,84406B,Storage Box,14,2023-07-04 23:11:00,12.08,10976,France,169.12
542453,22423,LED Lamp,5,2024-12-02 21:50:00,94.93,10931,Netherlands,474.65
542454,84406B,Storage Box,8,2024-09-03 10:50:00,51.6,10634,Netherlands,412.8
542455,22752,Gift Bag,14,2024-12-15 14:09:00,114.35,10449,Germany,1600.9
542456,84406B,Storage Box,2,2024-01-05 03:11:00,94.88,10198,Spain,189.76
542457,84406B,Storage Box,18,2023-08-23 12:05:00,13.26,10102,Ireland,238.68
542458,71053,Coffee Mug,19,2024-09-03 22:31:00,87.08,10133,France,1654.52
542459,84406B,Storage Box,8,2023-01-28 09:09:00,130.73,10882,Nigeria,1045.84
542460,84406B,Storage Box,7,2024-03-14 08:24:00,77.07,10378,Ireland,539.49
542461,71053,Coffee Mug,2,2024-01-07 20:40:00,110.58,10005,Ireland,221.16
542462,85123A,White Hanging Heart,11,2023-04-02 00:09:00,47.53,10476,Ireland,522.83
542463,85123A,White Hanging Heart,10,2024-07-23 13:39:00,93.11,10727,France,931.1
542464,84406B,Storage Box,9,2024-11-14 08:58:00,14.4,10209,Spain,129.6
542465,22423,LED Lamp,16,2024-12-14 18:27:00,58.87,10027,Nigeria,941.92
542466,22423,LED Lamp,20,2023-11-02 11:38:00,140.53,10154,Nigeria,2810.6
542467,47566,Notebook,18,2024-08-10 15:14:00,32.65,10170,France,587.7
542468,22752,Gift Bag,2,2023-07-30 06:18:00,56.05,10846,France,112.1
542469,90019,Water Bottle,19,2023-02-06 00:38:00,9.1,10436,United Kingdom,172.9
542470,22752,Gift Bag,17,2024-12-16 04:21:00,51.08,10447,Nigeria,868.36
542471,47566,Notebook,5,2024-03-20 19:25:00,102.44,10177,Germany,512.2
542472,47566,Notebook,8,2023-01-12 03:04:00,89.85,10586,Germany,718.8
542473,22423,LED Lamp,12,2023-09-15 05:41:00,6.08,10690,United Kingdom,72.96
542474,85123A,White Hanging Heart,15,2023-12-23 21:40:00,43.91,10142,Spain,658.65
542475,71053,Coffee Mug,16,2023-11-23 04:37:00,56.43,10519,France,902.88
542476,22423,LED Lamp,2,2023-11-28 17:27:00,21.49,10111,United Kingdom,42.98
542477,47566,Notebook,8,2023-05-12 11:33:00,9.7,10325,Germany,77.6
542478,90019,Water Bottle,10,2023-02-15 02:09:00,108.29,10283,Ireland,1082.9
542479,90019,Water Bottle,8,2024-12-10 02:41:00,27.82,10691,France,222.56
542480,71053,Coffee Mug,11,2023-08-25 12:57:00,70.88,10704,Netherlands,779.68
542481,22752,Gift Bag,20,2023-12-16 21:22:00,30.82,10144,Spain,616.4
542482,22423,LED Lamp,18,2023-04-05 21:42:00,14.14,10436,Nigeria,254.52
542483,71053,Coffee Mug,11,2023-10-25 15:34:00,142.41,10797,Nigeria,1566.51
542484,47566,Notebook,6,2024-07-16 22:57:00,125.99,10383,France,755.94
542485,22423,LED Lamp,6,2024-08-11 05:18:00,136.64,10159,Germany,819.84
542486,85123A,White Hanging Heart,11,2024-12-19 20:03:00,14.86,10260,Nigeria,163.46
542487,84406B,Storage Box,12,2023-02-17 04:46:00,109.67,10476,France,1316.04
542488,84406B,Storage Box,6,2024-07-09 09:15:00,61.43,10866,Netherlands,368.58
542489,71053,Coffee Mug,16,2023-03-11 17:52:00,65.85,10402,Spain,1053.6
542490,22752,Gift Bag,15,2024-01-27 02:42:00,123.99,10816,United Kingdom,1859.85
542491,22752,Gift Bag,12,2023-03-05 00:11:00,145.41,10920,Nigeria,1744.92
542492,22423,LED Lamp,13,2023-09-09 18:59:00,84.06,10267,United Kingdom,1092.78
542493,22423,LED Lamp,15,2023-11-06 23:40:00,120.71,10410,Spain,1810.65
542494,85123A,White Hanging Heart,19,2023-05-25 07:56:00,29.17,10046,United Kingdom,554.23
542495,22752,Gift Bag,2,2024-01-13 06:04:00,104.58,10898,France,209.16
542496,90019,Water Bottle,8,2024-07-23 19:55:00,141.75,10677,United Kingdom,1134.0
542497,84406B,Storage Box,6,2024-07-23 21:14:00,65.81,10395,France,394.86
542498,85123A,White Hanging Heart,4,2023-03-15 17:56:00,133.07,10316,Germany,532.28
542499,22752,Gift Bag,14,2023-08-30 23:21:00,89.57,10416,Germany,1253.98
542500,85123A,White Hanging Heart,18,2024-08-04 17:42:00,44.25,10288,France,796.5
542501,85123A,White Hanging Heart,9,2023-03-05 12:46:00,40.35,10268,Nigeria,363.15
542502,90019,Water Bottle,14,2024-03-15 10:05:00,56.49,10981,France,790.86
542503,85123A,White Hanging Heart,2,2024-07-09 01:39:00,78.8,10251,France,157.6
542504,22423,LED Lamp,3,2024-01-08 01:12:00,62.19,10715,Spain,186.57
542505,90019,Water Bottle,15,2024-09-01 08:38:00,5.53,10486,Germany,82.95
542506,71053,Coffee Mug,13,2024-02-20 13:37:00,101.48,10590,Nigeria,1319.24
542507,71053,Coffee Mug,17,2023-07-24 09:27:00,47.66,10768,France,810.22
542508,71053,Coffee Mug,3,2023-12-02 13:25:00,45.22,10119,France,135.66
542509,47566,Notebook,9,2023-04-02 01:59:00,39.91,10481,Nigeria,359.19
542510,22752,Gift Bag,14,2023-11-07 04:29:00,100.97,10595,Ireland,1413.58
542511,71053,Coffee Mug,3,2024-09-01 07:37:00,113.61,10795,Spain,340.83
542512,22423,LED Lamp,11,2024-04-05 10:01:00,145.53,10011,Nigeria,1600.83
542513,71053,Coffee Mug,12,2024-06-19 16:25:00,61.23,10166,Nigeria,734.76
542514,47566,Notebook,1,2023-03-23 22:20:00,4.55,10033,France,4.55
542515,71053,Coffee Mug,13,2023-06-10 07:44:00,66.0,10004,Germany,858.0
542516,90019,Water Bottle,12,2023-05-22 09:59:00,104.93,10886,Ireland,1259.16
542517,22423,LED Lamp,18,2023-05-07 11:41:00,46.52,10576,France,837.36
542518,84406B,Storage Box,11,2024-06-22 16:48:00,47.6,10203,United Kingdom,523.6
542519,22752,Gift Bag,17,2023-05-24 17:17:00,19.52,10171,United Kingdom,331.84
542520,71053,Coffee Mug,11,2024-05-21 08:54:00,32.38,10925,United Kingdom,356.18
542521,84406B,Storage Box,20,2023-09-19 11:59:00,35.03,10882,United Kingdom,700.6
542522,84406B,Storage Box,5,2023-03-30 04:09:00,29.58,10535,Spain,147.9
542523,85123A,White Hanging Heart,7,2023-10-28 16:57:00,18.61,10455,Ireland,130.27
542524,22423,LED Lamp,14,2023-05-25 12:00:00,101.12,10586,United Kingdom,1415.68
542525,22752,Gift Bag,6,2023-12-05 12:19:00,24.28,10806,Germany,145.68
542526,22423,LED Lamp,15,2023-03-29 01:14:00,107.57,10546,Netherlands,1613.55
542527,90019,Water Bottle,15,2024-10-30 03:42:00,107.19,10900,Germany,1607.85
542528,90019,Water Bottle,8,2024-02-14 13:09:00,14.77,10907,Spain,118.16
542529,22752,Gift Bag,17,2024-03-29 02:08:00,43.35,10476,Spain,736.95
542530,47566,Notebook,12,2024-04-28 12:40:00,61.8,10562,Netherlands,741.6
542531,22752,Gift Bag,7,2023-06-25 15:02:00,63.14,10459,Germany,441.98
542532,22423,LED Lamp,7,2024-09-28 15:06:00,13.5,10526,Spain,94.5
542533,71053,Coffee Mug,12,2023-10-04 09:24:00,12.48,10594,United Kingdom,149.76
542534,71053,Coffee Mug,2,2024-06-11 19:07:00,93.28,10207,Nigeria,186.56
542535,22752,Gift Bag,3,2024-08-20 00:03:00,143.18,10398,Nigeria,429.54
542536,85123A,White Hanging Heart,14,2024-01-08 14:24:00,6.36,10256,Netherlands,89.04
542537,84406B,Storage Box,4,2024-01-31 23:42:00,138.33,10548,Ireland,553.32
542538,22752,Gift Bag,12,2023-01-27 11:17:00,144.09,10709,Netherlands,1729.08
542539,47566,Notebook,15,2024-08-19 12:02:00,133.54,10621,Ireland,2003.1
542540,85123A,White Hanging Heart,3,2023-08-14 00:00:00,137.06,10233,France,411.18
542541,71053,Coffee Mug,3,2024-07-11 17:25:00,115.77,10966,Ireland,347.31
542542,71053,Coffee Mug,7,2024-04-25 14:47:00,103.41,10202,Nigeria,723.87
542543,85123A,White Hanging Heart,13,2023-08-20 11:18:00,44.3,10402,Nigeria,575.9
542544,85123A,White Hanging Heart,3,2023-03-25 11:12:00,116.76,10915,Nigeria,350.28
542545,47566,Notebook,7,2024-12-16 09:29:00,69.4,10563,Nigeria,485.8
542546,85123A,White Hanging Heart,13,2023-10-05 04:31:00,96.57,10676,Ireland,1255.41
542547,90019,Water Bottle,2,2023-06-30 02:17:00,85.2,10420,Nigeria,170.4
542548,85123A,White Hanging Heart,6,2024-04-04 02:53:00,89.11,10358,Nigeria,534.66
542549,22423,LED Lamp,17,2023-12-03 22:14:00,132.43,10392,Ireland,2251.31
542550,47566,Notebook,13,2023-11-08 05:31:00,15.73,10250,Germany,204.49
542551,84406B,Storage Box,10,2024-12-04 21:15:00,121.73,10067,Nigeria,1217.3
542552,47566,Notebook,8,2023-06-12 01:04:00,20.25,10318,France,162.0
542553,84406B,Storage Box,8,2024-12-05 19:59:00,6.16,10688,Ireland,49.28
542554,47566,Notebook,19,2024-08-19 07:44:00,62.89,10965,Spain,1194.91
542555,22752,Gift Bag,8,2024-09-19 19:19:00,36.0,10394,Germany,288.0
542556,90019,Water Bottle,7,2024-10-10 10:25:00,18.01,10745,Nigeria,126.07
542557,85123A,White Hanging Heart,8,2023-03-02 00:51:00,112.25,10280,Ireland,898.0
542558,90019,Water Bottle,1,2023-01-01 23:07:00,45.3,10890,Netherlands,45.3
542559,47566,Notebook,19,2023-09-24 05:52:00,14.53,10707,Ireland,276.07
542560,85123A,White Hanging Heart,8,2024-03-24 16:47:00,134.33,10978,Nigeria,1074.64
542561,47566,Notebook,11,2023-02-06 22:23:00,81.11,10612,Netherlands,892.21
542562,90019,Water Bottle,9,2023-07-12 03:22:00,16.43,10428,Nigeria,147.87
542563,71053,Coffee Mug,3,2024-04-17 11:29:00,147.27,10334,Ireland,441.81
542564,47566,Notebook,8,2023-08-07 09:40:00,135.09,10137,Nigeria,1080.72
542565,85123A,White Hanging Heart,14,2024-11-08 19:25:00,132.99,10093,Germany,1861.86
542566,47566,Notebook,3,2023-08-04 02:05:00,130.42,10661,Nigeria,391.26
542567,84406B,Storage Box,3,2024-05-12 17:34:00,24.8,10665,Ireland,74.4
542568,71053,Coffee Mug,11,2024-02-27 01:46:00,34.1,10192,France,375.1
542569,85123A,White Hanging Heart,12,2023-04-29 00:34:00,1.69,10331,Nigeria,20.28
542570,22752,Gift Bag,16,2023-03-30 09:09:00,73.63,10980,Netherlands,1178.08
542571,90019,Water Bottle,10,2023-08-29 15:22:00,112.78,10797,Nigeria,1127.8
542572,90019,Water Bottle,14,2024-04-11 04:01:00,49.16,10433,Netherlands,688.24
542573,90019,Water Bottle,6,2024-12-04 19:13:00,57.94,10557,United Kingdom,347.64
542574,47566,Notebook,1,2023-07-07 16:11:00,15.9,10239,Netherlands,15.9
542575,22423,LED Lamp,18,2023-05-04 14:37:00,149.76,10951,Spain,2695.68
542576,22423,LED Lamp,10,2023-05-12 23:44:00,108.87,10732,Nigeria,1088.7
542577,47566,Notebook,7,2023-07-14 08:29:00,143.17,10906,Germany,1002.19
542578,22423,LED Lamp,14,2024-10-01 19:15:00,57.76,10524,United Kingdom,808.64
542579,47566,Notebook,12,2023-10-19 12:13:00,90.95,10896,Spain,1091.4
542580,71053,Coffee Mug,11,2024-05-15 00:18:00,130.97,10281,Spain,1440.67
542581,84406B,Storage Box,2,2023-10-24 08:05:00,72.19,10840,Germany,144.38
542582,22423,LED Lamp,16,2023-11-15 03:14:00,67.99,10131,Ireland,1087.84
542583,22423,LED Lamp,1,2024-12-28 05:26:00,12.77,10257,Germany,12.77
542584,71053,Coffee Mug,3,2024-05-23 16:34:00,101.77,10201,Netherlands,305.31
542585,22752,Gift Bag,15,2024-01-10 19:58:00,61.17,10023,United Kingdom,917.55
