Property_ID,City,Region,Property_Type,Bedrooms,Bathrooms,Size_sqft,Year_Built,Listing_Type,Days_On_Market,Garage,Swimming_Pool,Garden,Price,Agent_Name
2253,Enugu,South,Apartment,5,1,4442,1993,Rent,185,No,No,No,676234.0,Agent_3
2254,Lagos,East,Duplex,3,1,5781,2020,Rent,334,Yes,No,Yes,1180344.0,Agent_4
2255,Lagos,West,Villa,7,2,1444,1992,Rent,3,No,No,No,402910.0,Agent_5
2256,Lagos,West,Bungalow,6,3,2011,2024,Sale,161,Yes,No,Yes,541077.0,Agent_6
2257,Lagos,North,Duplex,1,1,4581,2008,Sale,260,No,No,No,879250.0,Agent_7
2258,Port Harcourt,East,Villa,2,5,5026,2018,Rent,48,No,Yes,No,930259.0,Agent_8
2259,Kano,North,Duplex,3,5,1358,1999,Sale,254,No,Yes,Yes,184382.0,Agent_9
2260,Ibadan,North,Apartment,6,1,4060,2001,Sale,74,No,Yes,Yes,628805.0,Agent_10
2261,Abuja,South,Apartment,6,3,729,2019,Sale,335,No,Yes,No,307370.0,Agent_11
2262,Port Harcourt,South,Bungalow,3,5,2917,2019,Sale,166,Yes,Yes,Yes,560461.0,Agent_12
2263,Port Harcourt,West,Duplex,5,5,677,2007,Sale,260,Yes,Yes,No,285752.0,Agent_13
2264,Ibadan,North,Villa,1,3,4428,2013,Rent,4,Yes,Yes,No,577176.0,Agent_14
2265,Ibadan,West,Bungalow,2,3,3115,2021,Rent,119,No,No,Yes,388548.0,Agent_15
2266,Abuja,East,Duplex,3,1,2113,1998,Sale,273,Yes,Yes,Yes,490743.0,Agent_16
2267,Abuja,North,Bungalow,2,4,3340,2013,Sale,226,No,No,No,712898.0,Agent_17
2268,Ibadan,North,Villa,4,2,3447,2015,Rent,352,No,Yes,No,489048.0,Agent_18
2269,Lagos,East,Bungalow,6,4,2274,1992,Rent,70,Yes,No,No,571005.0,Agent_19
2270,Port Harcourt,East,Bungalow,6,4,5570,2012,Rent,182,No,Yes,No,980413.0,Agent_20
2271,Enugu,West,Bungalow,3,5,4371,2000,Rent,353,Yes,Yes,No,725198.0,Agent_21
2272,Abuja,West,Duplex,3,3,581,1999,Sale,264,No,Yes,No,201148.0,Agent_22
2273,Abuja,East,Villa,4,5,1345,2025,Rent,181,Yes,Yes,Yes,439191.0,Agent_23
2274,Ibadan,West,Apartment,5,2,3309,2002,Rent,5,No,No,Yes,497668.0,Agent_24
2275,Kano,East,Duplex,3,1,1716,2018,Sale,197,Yes,Yes,Yes,262380.0,Agent_25
2276,Enugu,North,Apartment,6,2,5213,2002,Rent,47,Yes,No,No,818354.0,Agent_26
2277,Enugu,North,Apartment,2,5,3760,2015,Rent,40,No,Yes,No,601692.0,Agent_27
2278,Abuja,South,Duplex,1,5,3645,2009,Rent,122,No,Yes,Yes,734415.0,Agent_28
2279,Lagos,North,Duplex,7,5,2763,1994,Rent,135,No,Yes,Yes,753792.0,Agent_29
2280,Kano,East,Villa,2,5,2837,2009,Rent,140,Yes,Yes,Yes,386677.0,Agent_30
2281,Enugu,West,Villa,5,4,944,2003,Sale,350,Yes,No,No,205715.0,Agent_31
2282,Abuja,South,Bungalow,1,1,1422,2003,Sale,153,No,No,No,327024.0,Agent_32
2283,Enugu,West,Apartment,2,4,4788,1997,Sale,28,Yes,No,No,730574.0,Agent_33
2284,Kano,East,Villa,2,5,4884,2002,Sale,77,Yes,Yes,Yes,610794.0,Agent_34
2285,Kano,North,Bungalow,4,3,3130,2013,Sale,175,No,Yes,Yes,370497.0,Agent_35
2286,Port Harcourt,South,Villa,7,4,1667,2004,Rent,49,Yes,Yes,Yes,402159.0,Agent_36
2287,Ibadan,East,Duplex,5,5,4463,1990,Rent,342,Yes,Yes,No,627647.0,Agent_37
2288,Ibadan,South,Villa,6,5,3941,2011,Rent,310,Yes,No,Yes,598699.0,Agent_38
2289,Abuja,South,Apartment,4,1,4012,2023,Rent,274,No,No,Yes,809432.0,Agent_39
2290,Kano,North,Villa,1,2,1395,1992,Rent,27,Yes,No,No,149944.0,Agent_40
2291,Port Harcourt,East,Apartment,7,4,5515,2015,Rent,328,No,Yes,No,989643.0,Agent_41
2292,Port Harcourt,West,Duplex,6,4,4222,2003,Rent,221,Yes,No,Yes,787504.0,Agent_42
2293,Enugu,South,Apartment,4,4,2560,1997,Rent,122,Yes,Yes,No,439931.0,Agent_43
2294,Enugu,South,Villa,7,5,3534,2005,Rent,361,Yes,No,Yes,647202.0,Agent_44
2295,Port Harcourt,West,Bungalow,5,1,2887,2010,Rent,69,Yes,No,No,577186.0,Agent_45
2296,Enugu,East,Duplex,3,5,2397,1999,Rent,71,Yes,No,No,393741.0,Agent_46
2297,Kano,South,Villa,3,5,2299,2014,Rent,150,No,No,No,302825.0,Agent_47
2298,Lagos,South,Duplex,1,3,4907,2011,Rent,187,Yes,Yes,No,1058923.0,Agent_48
2299,Kano,South,Duplex,3,1,3280,1993,Sale,246,Yes,Yes,No,441355.0,Agent_49
2300,Port Harcourt,East,Villa,4,4,1627,1993,Rent,196,Yes,No,No,366597.0,Agent_50
2301,Port Harcourt,East,Villa,1,2,838,2019,Sale,32,Yes,No,Yes,233938.0,Agent_1
2302,Kano,West,Bungalow,6,4,4954,1991,Rent,109,No,Yes,Yes,678273.0,Agent_2
2303,Enugu,East,Duplex,5,5,1672,2018,Rent,353,Yes,No,Yes,299439.0,Agent_3
2304,Enugu,East,Duplex,1,1,3308,2025,Rent,1,Yes,No,No,500709.0,Agent_4
2305,Ibadan,North,Villa,6,1,5363,2010,Sale,182,Yes,No,No,699823.0,Agent_5
2306,Port Harcourt,West,Apartment,1,1,3529,2010,Sale,174,Yes,Yes,Yes,622987.0,Agent_6
2307,Abuja,South,Villa,2,3,2589,2010,Rent,169,No,Yes,Yes,484128.0,Agent_7
2308,Ibadan,East,Duplex,2,4,4797,1993,Rent,248,No,No,Yes,648454.0,Agent_8
2309,Enugu,South,Villa,1,3,3517,1990,Rent,108,Yes,No,No,501981.0,Agent_9
2310,Kano,South,Bungalow,7,2,5059,2015,Rent,297,Yes,Yes,Yes,615394.0,Agent_10
2311,Enugu,North,Apartment,3,5,948,1991,Sale,264,Yes,Yes,Yes,260050.0,Agent_11
2312,Kano,East,Villa,2,3,5508,1998,Sale,30,Yes,Yes,Yes,600222.0,Agent_12
2313,Ibadan,West,Bungalow,7,3,5393,2007,Rent,302,Yes,Yes,Yes,796659.0,Agent_13
2314,Port Harcourt,East,Duplex,7,5,1293,2000,Sale,361,No,Yes,No,446634.0,Agent_14
2315,Enugu,South,Villa,5,1,936,2014,Sale,352,No,Yes,Yes,244531.0,Agent_15
2316,Kano,West,Duplex,6,5,5126,2015,Rent,317,Yes,Yes,Yes,659591.0,Agent_16
2317,Port Harcourt,East,Bungalow,4,4,5160,2025,Rent,225,Yes,Yes,No,885800.0,Agent_17
2318,Abuja,South,Duplex,2,5,2120,2024,Rent,89,Yes,No,No,522574.0,Agent_18
2319,Kano,South,Bungalow,1,1,5892,1992,Sale,234,No,No,No,643265.0,Agent_19
2320,Ibadan,North,Bungalow,3,5,4001,2024,Rent,168,Yes,Yes,No,614296.0,Agent_20
2321,Abuja,North,Bungalow,4,3,3419,2011,Sale,231,Yes,No,No,776655.0,Agent_21
2322,Abuja,North,Villa,6,2,4808,1997,Rent,126,No,Yes,Yes,1030048.0,Agent_22
2323,Lagos,South,Duplex,7,3,1448,2004,Rent,61,No,No,Yes,493426.0,Agent_23
2324,Enugu,East,Duplex,6,2,4444,1996,Sale,120,Yes,Yes,Yes,667948.0,Agent_24
2325,Kano,North,Apartment,2,5,1627,2008,Sale,190,Yes,Yes,No,228181.0,Agent_25
2326,Abuja,East,Apartment,6,4,691,2006,Sale,121,Yes,No,Yes,251760.0,Agent_26
2327,Lagos,North,Apartment,6,5,4512,1990,Sale,48,Yes,No,No,1147136.0,Agent_27
2328,Ibadan,West,Apartment,3,1,4260,2018,Sale,202,No,No,No,567809.0,Agent_28
2329,Port Harcourt,West,Duplex,7,5,4230,2002,Sale,59,No,No,Yes,875805.0,Agent_29
2330,Kano,North,Bungalow,3,2,1903,2018,Rent,185,Yes,No,No,288256.0,Agent_30
2331,Abuja,South,Bungalow,3,3,2490,1995,Sale,223,No,Yes,Yes,570237.0,Agent_31
2332,Enugu,North,Villa,1,4,1604,1994,Sale,11,Yes,Yes,No,235120.0,Agent_32
2333,Lagos,North,Bungalow,6,5,5300,2023,Rent,281,No,Yes,Yes,1262802.0,Agent_33
2334,Abuja,South,Duplex,6,5,1048,2000,Sale,189,Yes,No,No,435546.0,Agent_34
2335,Enugu,West,Duplex,6,3,3948,1998,Sale,302,Yes,Yes,No,601918.0,Agent_35
2336,Abuja,East,Duplex,5,4,2361,1998,Rent,310,No,Yes,No,616648.0,Agent_36
2337,Kano,North,Villa,3,5,4749,1997,Rent,237,No,No,Yes,570158.0,Agent_37
2338,Kano,South,Apartment,4,5,1070,1992,Rent,34,No,Yes,No,216758.0,Agent_38
2339,Kano,North,Bungalow,2,2,2284,2002,Sale,340,No,No,Yes,246748.0,Agent_39
2340,Ibadan,South,Duplex,7,2,2787,2008,Rent,135,No,No,No,488366.0,Agent_40
2341,Ibadan,East,Duplex,4,1,2921,2023,Sale,62,Yes,Yes,Yes,393033.0,Agent_41
2342,Lagos,East,Apartment,7,3,4472,2021,Rent,313,Yes,Yes,No,1081158.0,Agent_42
2343,Kano,West,Duplex,1,4,1304,2005,Sale,227,No,No,Yes,215739.0,Agent_43
2344,Enugu,South,Bungalow,1,5,1298,2025,Rent,93,Yes,No,No,246802.0,Agent_44
2345,Abuja,South,Villa,7,5,3775,2007,Rent,116,Yes,Yes,No,914499.0,Agent_45
2346,Port Harcourt,West,Duplex,6,1,1110,2003,Rent,332,Yes,Yes,No,340106.0,Agent_46
2347,Enugu,West,Bungalow,4,5,2306,2019,Sale,133,Yes,Yes,Yes,434645.0,Agent_47
2348,Ibadan,South,Duplex,6,3,4738,1991,Sale,332,No,Yes,No,724303.0,Agent_48
2349,Ibadan,West,Apartment,5,1,3760,2002,Rent,293,Yes,Yes,No,535378.0,Agent_49
2350,Enugu,East,Duplex,1,3,4867,2016,Rent,193,Yes,No,No,708545.0,Agent_50
2351,Ibadan,North,Duplex,1,1,3871,2006,Rent,30,Yes,No,Yes,523547.0,Agent_1
2352,Kano,East,Villa,4,5,2973,2020,Rent,298,Yes,Yes,No,400292.0,Agent_2
2353,Lagos,West,Apartment,1,1,2593,2004,Sale,61,No,Yes,Yes,557018.0,Agent_3
2354,Abuja,South,Apartment,5,2,2642,2009,Rent,304,Yes,Yes,Yes,585398.0,Agent_4
2355,Lagos,South,Villa,5,4,4501,1994,Rent,340,Yes,Yes,No,1016891.0,Agent_5
2356,Abuja,East,Duplex,5,5,3580,1996,Sale,349,Yes,Yes,No,848302.0,Agent_6
2357,Abuja,South,Bungalow,2,4,5054,2007,Sale,324,No,No,Yes,948192.0,Agent_7
2358,Lagos,West,Apartment,5,5,1932,2000,Rent,302,No,No,Yes,629221.0,Agent_8
2359,Enugu,East,Apartment,5,4,3017,2021,Rent,28,Yes,Yes,No,508174.0,Agent_9
2360,Abuja,South,Duplex,2,2,3357,2016,Sale,77,Yes,Yes,Yes,658654.0,Agent_10
2361,Lagos,North,Duplex,6,4,1005,2015,Sale,121,No,Yes,Yes,385557.0,Agent_11
2362,Abuja,North,Apartment,3,1,1596,2017,Rent,3,Yes,No,No,371001.0,Agent_12
2363,Port Harcourt,West,Duplex,1,4,4679,1991,Sale,37,No,No,No,810702.0,Agent_13
2364,Enugu,South,Bungalow,5,5,4654,2009,Sale,147,Yes,No,Yes,781902.0,Agent_14
2365,Kano,West,Apartment,1,3,1544,1993,Rent,92,Yes,Yes,Yes,243662.0,Agent_15
2366,Abuja,East,Bungalow,4,4,2704,2002,Rent,339,No,Yes,No,620178.0,Agent_16
2367,Port Harcourt,North,Bungalow,1,4,4402,2013,Sale,273,Yes,No,Yes,719403.0,Agent_17
2368,Kano,East,Duplex,7,4,1852,2018,Rent,87,Yes,No,Yes,295682.0,Agent_18
2369,Kano,South,Bungalow,6,5,2096,2025,Rent,40,Yes,Yes,No,304575.0,Agent_19
2370,Abuja,West,Duplex,2,4,1075,1991,Rent,178,No,No,Yes,326718.0,Agent_20
2371,Lagos,West,Villa,1,5,1179,2007,Rent,329,No,No,Yes,295573.0,Agent_21
2372,Abuja,West,Duplex,1,5,4798,1997,Rent,285,Yes,No,Yes,879897.0,Agent_22
2373,Port Harcourt,East,Bungalow,1,3,4212,2004,Sale,42,Yes,Yes,Yes,750273.0,Agent_23
2374,Kano,North,Villa,3,1,4328,2006,Sale,285,Yes,Yes,No,531036.0,Agent_24
2375,Abuja,East,Duplex,3,5,1629,2012,Rent,66,Yes,No,Yes,465633.0,Agent_25
2376,Lagos,East,Bungalow,4,2,4404,1991,Rent,124,No,No,Yes,929430.0,Agent_26
2377,Abuja,South,Apartment,2,4,3693,1995,Rent,145,No,Yes,No,740862.0,Agent_27
2378,Enugu,South,Apartment,1,2,817,2018,Sale,120,No,Yes,Yes,154217.0,Agent_28
2379,Lagos,South,Duplex,1,4,5801,2016,Sale,109,Yes,No,Yes,1156165.0,Agent_29
2380,Port Harcourt,North,Duplex,1,3,4196,2023,Sale,92,Yes,No,No,655243.0,Agent_30
2381,Kano,North,Apartment,1,5,5001,2007,Sale,308,No,No,Yes,594602.0,Agent_31
2382,Abuja,South,Bungalow,3,1,3496,1999,Rent,60,Yes,Yes,Yes,700983.0,Agent_32
2383,Lagos,South,Bungalow,6,5,4094,2006,Rent,350,Yes,No,Yes,956370.0,Agent_33
2384,Enugu,North,Bungalow,6,4,3709,2002,Sale,227,No,No,Yes,613788.0,Agent_34
2385,Lagos,West,Duplex,4,1,3042,2016,Sale,240,Yes,No,Yes,689810.0,Agent_35
2386,Ibadan,North,Villa,7,5,1178,1991,Rent,212,No,No,Yes,288749.0,Agent_36
2387,Enugu,North,Villa,5,1,5866,2023,Rent,98,Yes,No,Yes,855671.0,Agent_37
2388,Port Harcourt,North,Villa,2,4,2389,2020,Rent,14,Yes,Yes,No,459438.0,Agent_38
2389,Kano,South,Villa,6,3,2143,2012,Rent,218,Yes,No,No,368431.0,Agent_39
2390,Port Harcourt,West,Villa,7,3,5955,1996,Rent,170,Yes,No,No,1133297.0,Agent_40
2391,Abuja,North,Duplex,1,5,1334,2022,Sale,307,Yes,Yes,Yes,345884.0,Agent_41
2392,Lagos,South,Duplex,6,2,2741,2001,Rent,280,No,Yes,No,667538.0,Agent_42
2393,Ibadan,East,Villa,4,4,2855,2001,Sale,363,No,No,No,406417.0,Agent_43
2394,Enugu,East,Duplex,5,5,2168,2008,Sale,210,Yes,No,No,442341.0,Agent_44
2395,Enugu,North,Duplex,6,5,3053,1998,Rent,256,Yes,No,No,583932.0,Agent_45
2396,Lagos,East,Villa,4,3,780,1999,Sale,171,No,Yes,Yes,322026.0,Agent_46
2397,Ibadan,West,Bungalow,3,1,5528,2006,Sale,73,No,Yes,Yes,755032.0,Agent_47
2398,Lagos,East,Duplex,5,4,3262,1999,Rent,147,Yes,Yes,Yes,721598.0,Agent_48
2399,Abuja,East,Bungalow,4,1,5203,2001,Sale,340,No,Yes,No,985656.0,Agent_49
2400,Port Harcourt,West,Duplex,7,4,5078,2004,Rent,317,No,No,Yes,945770.0,Agent_50
2401,Enugu,North,Duplex,6,2,1746,2020,Rent,106,No,Yes,No,315195.0,Agent_1
2402,Abuja,North,Villa,3,3,2272,2004,Sale,94,Yes,No,Yes,561258.0,Agent_2
2403,Port Harcourt,West,Duplex,7,2,2664,2017,Rent,63,No,Yes,Yes,581851.0,Agent_3
2404,Abuja,West,Apartment,4,5,691,1993,Rent,154,No,No,No,317464.0,Agent_4
2405,Ibadan,West,Apartment,4,3,3335,2025,Sale,255,No,No,No,485236.0,Agent_5
2406,Enugu,East,Villa,7,5,3165,1990,Rent,351,No,No,Yes,580774.0,Agent_6
2407,Lagos,West,Bungalow,6,2,3063,2023,Sale,35,Yes,Yes,Yes,771134.0,Agent_7
2408,Lagos,South,Bungalow,5,4,806,2006,Sale,323,No,No,Yes,274762.0,Agent_8
2409,Port Harcourt,East,Bungalow,3,5,1031,2022,Rent,312,No,No,No,312820.0,Agent_9
2410,Kano,North,Apartment,1,1,4717,2010,Sale,296,No,No,No,532327.0,Agent_10
2411,Ibadan,North,Bungalow,2,4,3196,2015,Rent,253,Yes,Yes,No,491214.0,Agent_11
2412,Port Harcourt,North,Bungalow,5,4,5187,2025,Sale,157,Yes,No,No,967240.0,Agent_12
2413,Kano,East,Villa,3,2,558,1994,Rent,134,Yes,Yes,Yes,72926.0,Agent_13
2414,Abuja,South,Bungalow,7,2,2073,2022,Rent,129,No,No,No,489369.0,Agent_14
2415,Ibadan,West,Apartment,4,3,1640,1990,Sale,280,No,Yes,No,313975.0,Agent_15
2416,Abuja,West,Apartment,7,3,2310,1995,Sale,358,No,No,No,632384.0,Agent_16
2417,Enugu,North,Apartment,3,1,3698,1991,Rent,252,Yes,No,Yes,530407.0,Agent_17
2418,Ibadan,North,Villa,7,4,3976,1994,Rent,135,No,No,Yes,592920.0,Agent_18
2419,Kano,East,Villa,7,1,4994,2015,Sale,331,No,No,No,678091.0,Agent_19
2420,Enugu,South,Duplex,2,1,3062,2002,Rent,11,Yes,Yes,No,431926.0,Agent_20
2421,Lagos,West,Bungalow,6,2,3352,2001,Rent,292,No,No,Yes,823190.0,Agent_21
2422,Kano,East,Villa,2,1,1441,1994,Sale,148,No,No,Yes,155510.0,Agent_22
2423,Port Harcourt,West,Apartment,1,1,5123,1991,Sale,319,Yes,No,No,769517.0,Agent_23
2424,Lagos,North,Apartment,1,5,2274,1993,Rent,80,Yes,Yes,Yes,502934.0,Agent_24
2425,Lagos,West,Villa,2,3,1921,2016,Sale,191,Yes,Yes,No,522458.0,Agent_25
2426,Port Harcourt,South,Villa,5,3,935,1999,Sale,344,Yes,Yes,Yes,335707.0,Agent_26
2427,Ibadan,South,Villa,5,4,1339,2002,Rent,30,Yes,No,No,288453.0,Agent_27
2428,Lagos,North,Duplex,7,3,4501,1991,Sale,359,No,Yes,No,1032917.0,Agent_28
2429,Kano,South,Apartment,7,4,4955,2015,Sale,229,Yes,Yes,No,664572.0,Agent_29
2430,Enugu,South,Duplex,4,5,5748,2004,Rent,84,No,Yes,No,886695.0,Agent_30
2431,Lagos,East,Duplex,1,3,5459,1999,Sale,150,No,No,Yes,1106680.0,Agent_31
2432,Kano,West,Bungalow,4,5,3181,2011,Rent,361,Yes,Yes,Yes,425614.0,Agent_32
2433,Abuja,North,Apartment,1,3,2150,2014,Sale,189,Yes,No,No,448779.0,Agent_33
2434,Kano,North,Apartment,2,3,1745,2004,Sale,21,No,Yes,Yes,264321.0,Agent_34
2435,Enugu,North,Villa,5,5,2761,2002,Rent,37,No,Yes,No,522415.0,Agent_35
2436,Kano,North,Villa,7,1,1415,1997,Sale,246,No,No,Yes,224468.0,Agent_36
2437,Port Harcourt,North,Bungalow,5,1,3139,2010,Sale,283,Yes,No,No,654156.0,Agent_37
2438,Enugu,South,Duplex,2,1,4389,2010,Sale,102,No,No,Yes,659757.0,Agent_38
2439,Ibadan,East,Villa,4,1,4981,2011,Sale,294,Yes,Yes,Yes,690259.0,Agent_39
2440,Abuja,North,Villa,4,3,1826,2022,Sale,232,No,No,Yes,420282.0,Agent_40
2441,Port Harcourt,East,Apartment,3,2,3858,2016,Sale,316,No,No,Yes,677243.0,Agent_41
2442,Ibadan,East,Apartment,7,5,2085,2011,Rent,326,No,Yes,No,406646.0,Agent_42
2443,Kano,South,Villa,7,2,5808,2019,Sale,288,Yes,No,No,753947.0,Agent_43
2444,Enugu,North,Apartment,7,2,3868,1998,Sale,336,Yes,No,Yes,687060.0,Agent_44
2445,Abuja,South,Bungalow,1,4,888,2024,Rent,245,No,Yes,Yes,210591.0,Agent_45
2446,Port Harcourt,North,Villa,4,1,3291,2007,Rent,177,No,Yes,Yes,563766.0,Agent_46
2447,Ibadan,South,Apartment,2,3,3832,1994,Rent,213,No,Yes,Yes,560780.0,Agent_47
2448,Ibadan,East,Bungalow,4,1,1203,2016,Sale,358,Yes,No,No,183767.0,Agent_48
2449,Abuja,North,Apartment,5,1,3320,1995,Rent,102,Yes,Yes,Yes,776444.0,Agent_49
2450,Kano,West,Apartment,1,2,5459,2021,Rent,286,Yes,No,Yes,661167.0,Agent_50
2451,Abuja,East,Apartment,7,4,1559,1997,Sale,22,Yes,Yes,Yes,542606.0,Agent_1
2452,Ibadan,West,Villa,6,1,4674,2010,Rent,19,Yes,Yes,Yes,635283.0,Agent_2
2453,Lagos,East,Duplex,3,5,1798,2007,Sale,287,No,Yes,Yes,419835.0,Agent_3
2454,Port Harcourt,South,Apartment,1,5,1801,2003,Sale,276,No,No,Yes,298652.0,Agent_4
2455,Abuja,North,Bungalow,5,1,1173,2004,Sale,147,No,No,Yes,306255.0,Agent_5
2456,Ibadan,East,Villa,7,2,2859,2015,Sale,40,Yes,No,Yes,419240.0,Agent_6
2457,Kano,South,Villa,5,2,4799,2021,Sale,167,No,No,No,609289.0,Agent_7
2458,Ibadan,North,Bungalow,5,3,5580,2017,Rent,91,Yes,No,Yes,818275.0,Agent_8
2459,Kano,North,Apartment,7,4,4612,2021,Sale,72,Yes,Yes,Yes,583351.0,Agent_9
2460,Abuja,East,Duplex,5,2,5071,2002,Rent,283,No,Yes,Yes,1078941.0,Agent_10
2461,Kano,North,Apartment,2,3,4082,2004,Sale,335,No,Yes,Yes,527526.0,Agent_11
2462,Enugu,East,Bungalow,3,5,1516,2007,Rent,140,Yes,Yes,No,308565.0,Agent_12
2463,Enugu,North,Villa,6,5,709,1995,Sale,239,Yes,No,Yes,201898.0,Agent_13
2464,Enugu,West,Duplex,5,5,998,2000,Sale,78,No,No,No,238373.0,Agent_14
2465,Lagos,South,Villa,5,1,928,2021,Sale,199,Yes,No,No,280317.0,Agent_15
2466,Abuja,West,Bungalow,4,4,4139,2009,Rent,17,Yes,Yes,No,816898.0,Agent_16
2467,Ibadan,East,Apartment,3,3,3651,2022,Rent,218,Yes,Yes,No,494212.0,Agent_17
2468,Ibadan,West,Duplex,1,4,5925,1997,Rent,229,No,No,Yes,715797.0,Agent_18
2469,Lagos,East,Villa,3,1,2605,2024,Sale,340,Yes,Yes,No,587979.0,Agent_19
2470,Kano,North,Villa,3,3,2053,1994,Sale,138,Yes,Yes,No,318027.0,Agent_20
2471,Lagos,North,Villa,7,3,5827,2024,Rent,147,Yes,No,Yes,1388019.0,Agent_21
2472,Kano,East,Apartment,7,2,3706,2003,Sale,210,Yes,Yes,No,531249.0,Agent_22
2473,Kano,West,Duplex,7,4,3069,2010,Rent,158,Yes,No,No,412504.0,Agent_23
2474,Port Harcourt,North,Apartment,6,4,3128,2013,Sale,153,Yes,Yes,No,678518.0,Agent_24
2475,Ibadan,South,Apartment,3,2,2376,2006,Rent,344,Yes,No,No,362809.0,Agent_25
2476,Enugu,North,Apartment,6,5,5494,2007,Rent,330,No,Yes,Yes,898521.0,Agent_26
2477,Kano,South,Bungalow,5,1,5702,2023,Sale,358,No,No,No,670048.0,Agent_27
2478,Port Harcourt,West,Bungalow,7,4,1567,2001,Rent,352,No,No,Yes,382719.0,Agent_28
2479,Ibadan,South,Bungalow,5,2,2006,2005,Sale,163,Yes,Yes,Yes,373434.0,Agent_29
2480,Enugu,South,Duplex,7,3,3513,1993,Sale,307,No,Yes,Yes,564821.0,Agent_30
2481,Kano,South,Apartment,2,2,2167,2014,Sale,101,No,No,No,237218.0,Agent_31
2482,Kano,South,Apartment,6,5,5088,2023,Rent,327,Yes,No,No,671068.0,Agent_32
2483,Lagos,North,Bungalow,6,1,5200,2017,Rent,327,No,No,Yes,1129197.0,Agent_33
2484,Lagos,South,Apartment,1,5,4566,2000,Rent,155,Yes,No,Yes,947789.0,Agent_34
2485,Ibadan,North,Apartment,4,3,1447,2002,Sale,10,Yes,No,Yes,253772.0,Agent_35
2486,Enugu,South,Villa,3,3,4889,2020,Sale,353,Yes,Yes,Yes,749872.0,Agent_36
2487,Kano,East,Apartment,1,3,1671,2014,Rent,183,No,Yes,Yes,172714.0,Agent_37
2488,Ibadan,West,Villa,6,3,671,1999,Sale,134,Yes,Yes,Yes,188832.0,Agent_38
2489,Ibadan,South,Apartment,1,2,5126,2013,Sale,6,No,Yes,No,672443.0,Agent_39
2490,Abuja,East,Duplex,2,3,1643,1990,Rent,333,Yes,Yes,No,352941.0,Agent_40
2491,Lagos,South,Bungalow,4,3,2359,2014,Rent,333,Yes,No,No,640419.0,Agent_41
2492,Enugu,South,Villa,6,2,2688,2017,Sale,258,No,Yes,Yes,482548.0,Agent_42
2493,Kano,South,Bungalow,6,3,2993,2025,Sale,211,Yes,Yes,No,435377.0,Agent_43
2494,Ibadan,East,Villa,3,5,4077,2007,Rent,51,No,No,Yes,595963.0,Agent_44
2495,Kano,West,Villa,7,5,688,1995,Rent,147,Yes,No,Yes,226432.0,Agent_45
2496,Abuja,East,Villa,4,4,4576,1991,Sale,128,Yes,Yes,No,901508.0,Agent_46
2497,Enugu,West,Duplex,2,5,657,1992,Sale,258,Yes,Yes,Yes,129294.0,Agent_47
2498,Ibadan,South,Apartment,5,1,3217,1997,Sale,51,Yes,No,No,434058.0,Agent_48
2499,Kano,North,Villa,1,1,2470,2020,Rent,154,Yes,Yes,No,328828.0,Agent_49
2500,Lagos,South,Duplex,3,1,745,2008,Sale,70,Yes,No,No,299211.0,Agent_50
2501,Abuja,West,Villa,6,2,3403,1995,Sale,276,Yes,Yes,Yes,782132.0,Agent_1
2502,Enugu,East,Apartment,5,5,3295,2003,Sale,279,Yes,Yes,Yes,540894.0,Agent_2
2503,Abuja,South,Villa,2,1,4324,1992,Sale,310,No,Yes,Yes,835430.0,Agent_3
2504,Lagos,East,Duplex,4,4,2877,1990,Sale,134,No,Yes,No,735824.0,Agent_4
2505,Enugu,East,Apartment,1,2,1349,2019,Sale,220,No,No,Yes,236489.0,Agent_5
2506,Abuja,East,Duplex,3,4,2310,2008,Rent,163,Yes,No,No,493794.0,Agent_6
2507,Port Harcourt,South,Apartment,6,5,5690,2008,Rent,136,No,Yes,Yes,1111617.0,Agent_7
2508,Lagos,East,Apartment,6,3,5932,1998,Rent,57,No,Yes,No,1352296.0,Agent_8
2509,Lagos,East,Bungalow,5,4,4486,1996,Sale,177,Yes,Yes,No,1026598.0,Agent_9
2510,Lagos,South,Bungalow,5,3,2626,1996,Rent,115,No,Yes,Yes,715530.0,Agent_10
2511,Port Harcourt,East,Bungalow,1,2,4764,1998,Sale,149,Yes,No,Yes,756508.0,Agent_11
2512,Port Harcourt,South,Apartment,4,4,3530,1993,Sale,241,No,No,No,718314.0,Agent_12
2513,Kano,West,Villa,2,4,2807,2014,Sale,123,No,Yes,No,377157.0,Agent_13
2514,Ibadan,West,Duplex,7,2,3576,2001,Sale,292,No,No,Yes,521243.0,Agent_14
2515,Abuja,West,Duplex,4,2,2844,1995,Sale,327,No,No,No,600562.0,Agent_15
2516,Kano,East,Duplex,4,1,1119,2007,Rent,69,No,Yes,Yes,220726.0,Agent_16
2517,Abuja,North,Bungalow,4,5,3402,2010,Rent,314,Yes,Yes,Yes,818097.0,Agent_17
2518,Ibadan,North,Apartment,7,4,2907,2004,Rent,63,No,Yes,No,511661.0,Agent_18
2519,Port Harcourt,East,Bungalow,1,4,4952,1992,Sale,221,Yes,No,Yes,846852.0,Agent_19
2520,Ibadan,North,Villa,7,2,3504,1991,Rent,16,No,No,No,581943.0,Agent_20
2521,Port Harcourt,South,Apartment,1,2,4414,1993,Sale,78,Yes,No,Yes,733933.0,Agent_21
2522,Ibadan,North,Duplex,7,5,2986,2021,Rent,122,No,No,No,458611.0,Agent_22
