EmployeeID,Age,Gender,Department,JobRole,Education,MaritalStatus,MonthlyIncome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,OverTime,BusinessTravel,DistanceFromHome,Attrition
EMP04019,34,Female,Sales,Research Scientist,High School,Married,3358,17,4,3,1,Yes,Non-Travel,26,Yes
EMP04020,29,Female,Sales,HR Executive,High School,Divorced,7563,33,4,3,2,Yes,Travel_Rarely,4,Yes
EMP04021,51,Female,Research & Development,Developer,PhD,Single,12677,31,1,3,1,Yes,Travel_Frequently,8,No
EMP04022,60,Male,Sales,Developer,Master,Divorced,17514,0,2,1,2,Yes,Travel_Rarely,2,No
EMP04023,60,Female,Human Resources,Manager,PhD,Married,14859,32,2,1,1,No,Travel_Frequently,17,No
EMP04024,35,Female,Sales,HR Executive,Bachelor,Divorced,15072,4,2,3,2,Yes,Non-Travel,21,No
EMP04025,23,Male,Sales,Sales Executive,High School,Married,14821,27,3,4,4,No,Non-Travel,2,No
EMP04026,22,Male,Human Resources,HR Executive,Bachelor,Single,12292,3,1,2,1,No,Travel_Frequently,30,Yes
EMP04027,54,Male,Sales,Sales Executive,High School,Divorced,6463,20,2,2,3,No,Non-Travel,27,No
EMP04028,34,Female,Sales,Developer,PhD,Divorced,12609,13,3,2,1,Yes,Travel_Frequently,15,No
EMP04029,55,Female,Research & Development,HR Executive,Master,Divorced,8390,39,4,2,1,Yes,Non-Travel,9,No
EMP04030,38,Female,Human Resources,Research Scientist,High School,Single,16512,35,3,1,3,No,Travel_Frequently,1,Yes
EMP04031,53,Female,Human Resources,Developer,Bachelor,Single,7119,1,2,1,4,No,Travel_Rarely,21,No
EMP04032,60,Male,Research & Development,Laboratory Technician,Master,Divorced,7940,7,2,1,2,No,Travel_Rarely,23,No
EMP04033,39,Female,Human Resources,HR Executive,PhD,Single,13960,32,2,2,2,Yes,Travel_Frequently,1,No
EMP04034,38,Male,Human Resources,Research Scientist,High School,Married,3281,23,4,1,2,No,Travel_Frequently,4,No
EMP04035,41,Female,Sales,HR Executive,Master,Divorced,12245,23,1,1,1,No,Travel_Frequently,2,Yes
EMP04036,60,Male,Sales,Manager,High School,Married,3943,15,4,4,2,No,Travel_Frequently,14,No
EMP04037,41,Male,Sales,Manager,High School,Single,4398,36,1,2,3,Yes,Travel_Frequently,11,No
EMP04038,35,Female,Human Resources,HR Executive,High School,Married,17788,16,4,2,1,No,Non-Travel,20,No
EMP04039,20,Female,Research & Development,Developer,Bachelor,Divorced,9050,15,3,4,1,No,Travel_Frequently,25,Yes
EMP04040,36,Male,Research & Development,Laboratory Technician,Bachelor,Single,7399,22,3,2,3,Yes,Non-Travel,21,No
EMP04041,30,Male,Human Resources,Laboratory Technician,High School,Divorced,16420,29,4,2,1,Yes,Travel_Frequently,2,No
EMP04042,29,Female,Human Resources,Sales Executive,Master,Single,15581,25,4,1,4,No,Travel_Frequently,25,Yes
EMP04043,46,Male,Research & Development,HR Executive,High School,Single,13632,3,1,3,1,No,Travel_Rarely,20,No
EMP04044,60,Female,Human Resources,HR Executive,High School,Married,6710,37,2,1,4,No,Travel_Frequently,19,No
EMP04045,51,Female,Human Resources,HR Executive,Master,Single,6644,3,3,1,3,No,Non-Travel,12,No
EMP04046,53,Male,Sales,Developer,Master,Divorced,17416,17,4,4,1,Yes,Travel_Rarely,13,No
EMP04047,44,Female,Sales,Manager,High School,Single,12371,8,1,1,3,No,Non-Travel,24,No
EMP04048,20,Female,Research & Development,Developer,Bachelor,Single,9661,33,3,4,2,Yes,Travel_Frequently,28,No
EMP04049,42,Female,Human Resources,HR Executive,Master,Divorced,16393,7,4,4,2,Yes,Travel_Frequently,14,No
EMP04050,41,Female,Human Resources,HR Executive,PhD,Divorced,10687,24,2,4,1,No,Non-Travel,2,No
EMP04051,26,Male,Sales,Laboratory Technician,High School,Married,8699,30,2,1,1,Yes,Travel_Rarely,21,No
EMP04052,39,Male,Research & Development,Research Scientist,High School,Single,7591,13,4,4,1,Yes,Travel_Frequently,11,No
EMP04053,22,Male,Human Resources,Developer,PhD,Single,2758,25,3,1,2,Yes,Travel_Frequently,1,No
EMP04054,32,Female,Sales,HR Executive,Bachelor,Single,6906,8,4,3,1,Yes,Travel_Rarely,20,No
EMP04055,27,Male,Human Resources,Sales Executive,Bachelor,Single,12532,5,4,1,1,Yes,Non-Travel,5,No
EMP04056,29,Female,Human Resources,Manager,High School,Single,17157,0,2,1,1,Yes,Travel_Frequently,5,Yes
EMP04057,27,Male,Human Resources,Laboratory Technician,Master,Single,11911,11,2,2,1,Yes,Travel_Rarely,3,No
EMP04058,41,Female,Sales,Sales Executive,PhD,Divorced,14734,16,4,3,3,Yes,Non-Travel,21,No
EMP04059,34,Female,Human Resources,Developer,High School,Single,15088,13,3,2,2,Yes,Non-Travel,27,No
EMP04060,52,Male,Human Resources,HR Executive,PhD,Single,4792,34,1,2,3,Yes,Travel_Frequently,11,No
EMP04061,28,Male,Sales,Laboratory Technician,Bachelor,Single,7916,3,3,2,2,Yes,Non-Travel,25,Yes
EMP04062,33,Male,Research & Development,Research Scientist,PhD,Divorced,12904,38,3,2,3,Yes,Travel_Rarely,22,No
EMP04063,52,Female,Research & Development,Sales Executive,Master,Single,13427,30,2,4,4,No,Non-Travel,16,No
EMP04064,48,Female,Research & Development,HR Executive,PhD,Divorced,15462,12,2,4,1,Yes,Non-Travel,19,No
EMP04065,39,Male,Sales,Manager,PhD,Married,11638,27,3,2,2,Yes,Non-Travel,2,No
EMP04066,39,Male,Human Resources,Research Scientist,Master,Divorced,5220,23,4,3,2,Yes,Travel_Frequently,24,No
EMP04067,21,Male,Human Resources,Sales Executive,PhD,Single,6087,30,2,1,1,Yes,Non-Travel,12,No
EMP04068,33,Male,Human Resources,HR Executive,Bachelor,Divorced,3082,32,4,1,3,Yes,Travel_Rarely,11,No
EMP04069,21,Male,Sales,Laboratory Technician,Bachelor,Married,13822,9,1,3,3,No,Non-Travel,24,No
EMP04070,56,Male,Research & Development,Manager,Master,Divorced,5695,34,2,4,3,Yes,Travel_Frequently,10,No
EMP04071,29,Male,Sales,Sales Executive,High School,Single,17291,38,1,4,2,No,Travel_Rarely,3,Yes
EMP04072,42,Male,Sales,Research Scientist,PhD,Single,17002,6,4,2,2,Yes,Non-Travel,5,No
EMP04073,59,Male,Human Resources,HR Executive,Bachelor,Married,12057,31,1,4,4,No,Travel_Rarely,1,No
EMP04074,57,Male,Human Resources,Laboratory Technician,High School,Divorced,8020,28,2,1,1,Yes,Travel_Rarely,19,No
EMP04075,59,Female,Human Resources,HR Executive,Master,Single,7356,29,2,4,3,No,Travel_Frequently,25,No
EMP04076,44,Male,Research & Development,Sales Executive,PhD,Married,11397,3,4,2,1,Yes,Travel_Frequently,25,No
EMP04077,32,Male,Human Resources,Sales Executive,Bachelor,Married,6477,21,4,2,3,No,Non-Travel,17,No
EMP04078,50,Female,Human Resources,Manager,High School,Single,3971,13,2,1,1,No,Travel_Rarely,9,No
EMP04079,28,Male,Research & Development,Sales Executive,PhD,Married,13203,35,3,4,2,No,Travel_Frequently,20,No
EMP04080,33,Male,Human Resources,Developer,PhD,Divorced,14291,37,2,3,4,Yes,Travel_Rarely,18,No
EMP04081,37,Female,Research & Development,Research Scientist,PhD,Single,3473,25,4,1,1,No,Travel_Frequently,12,No
EMP04082,25,Female,Research & Development,Laboratory Technician,PhD,Divorced,12827,39,2,2,1,No,Non-Travel,23,No
EMP04083,40,Female,Human Resources,Manager,PhD,Divorced,4776,22,2,2,3,No,Travel_Frequently,28,No
EMP04084,19,Male,Human Resources,HR Executive,Master,Divorced,11066,22,4,4,4,Yes,Travel_Frequently,5,No
EMP04085,60,Male,Sales,Developer,High School,Married,18585,31,4,4,2,Yes,Travel_Rarely,26,No
EMP04086,37,Male,Human Resources,Manager,High School,Divorced,9269,30,2,4,3,Yes,Travel_Rarely,7,No
EMP04087,30,Female,Sales,Sales Executive,High School,Single,10477,37,3,2,3,Yes,Travel_Rarely,22,No
EMP04088,55,Male,Sales,Research Scientist,Master,Divorced,3432,10,1,4,3,Yes,Travel_Frequently,6,No
EMP04089,40,Female,Human Resources,Research Scientist,Bachelor,Divorced,16779,15,4,4,1,No,Non-Travel,21,No
EMP04090,18,Female,Sales,Sales Executive,PhD,Married,19597,20,3,3,1,Yes,Travel_Frequently,10,No
EMP04091,31,Male,Sales,Developer,Master,Divorced,15455,10,4,1,1,Yes,Travel_Frequently,13,No
EMP04092,49,Male,Research & Development,HR Executive,High School,Married,2397,20,2,1,4,Yes,Travel_Rarely,17,No
EMP04093,54,Female,Research & Development,Sales Executive,PhD,Married,7052,17,4,1,4,No,Travel_Rarely,20,No
EMP04094,48,Male,Human Resources,Manager,Master,Divorced,8441,27,1,4,2,Yes,Travel_Frequently,22,No
EMP04095,22,Female,Research & Development,Developer,PhD,Married,2856,40,3,3,1,Yes,Travel_Frequently,4,No
EMP04096,22,Male,Sales,Laboratory Technician,Bachelor,Divorced,19517,25,3,1,1,Yes,Non-Travel,30,No
EMP04097,42,Female,Human Resources,HR Executive,PhD,Married,3904,40,2,3,2,No,Travel_Rarely,28,No
EMP04098,54,Female,Human Resources,Laboratory Technician,High School,Single,7267,35,2,2,4,Yes,Non-Travel,1,No
EMP04099,51,Male,Human Resources,Manager,Master,Divorced,8569,39,2,4,2,No,Travel_Frequently,12,No
EMP04100,23,Female,Sales,Research Scientist,PhD,Single,2032,33,3,3,2,No,Travel_Frequently,17,No
EMP04101,57,Female,Human Resources,Laboratory Technician,PhD,Married,11409,33,2,3,3,Yes,Non-Travel,8,Yes
EMP04102,34,Male,Human Resources,HR Executive,Master,Single,9785,3,2,2,2,No,Travel_Rarely,19,No
EMP04103,23,Male,Sales,Sales Executive,High School,Married,11585,28,3,4,3,Yes,Travel_Frequently,14,No
EMP04104,25,Female,Human Resources,Research Scientist,Bachelor,Divorced,17782,6,4,3,3,No,Travel_Frequently,3,Yes
EMP04105,49,Male,Sales,Developer,Master,Divorced,19051,37,1,2,2,Yes,Non-Travel,13,No
EMP04106,18,Female,Human Resources,Manager,PhD,Divorced,19823,34,3,3,4,Yes,Non-Travel,14,No
EMP04107,55,Male,Sales,Laboratory Technician,Bachelor,Married,7644,12,2,1,4,No,Travel_Frequently,6,No
EMP04108,35,Female,Sales,Sales Executive,High School,Married,17207,16,1,2,3,Yes,Travel_Rarely,29,No
EMP04109,42,Male,Human Resources,Sales Executive,High School,Divorced,14426,12,4,3,2,No,Non-Travel,3,No
EMP04110,45,Female,Sales,Laboratory Technician,Master,Divorced,6456,4,1,3,1,No,Travel_Rarely,12,No
EMP04111,19,Female,Sales,Manager,PhD,Divorced,2782,0,3,2,2,Yes,Non-Travel,24,No
EMP04112,35,Male,Human Resources,Research Scientist,Bachelor,Single,6451,37,4,1,3,No,Non-Travel,3,No
EMP04113,22,Female,Sales,HR Executive,High School,Divorced,19630,25,3,1,4,No,Travel_Rarely,29,No
EMP04114,48,Female,Research & Development,Manager,Master,Married,6499,35,4,3,1,No,Travel_Rarely,18,No
EMP04115,47,Female,Research & Development,Research Scientist,High School,Single,8278,7,4,2,4,No,Travel_Frequently,3,No
EMP04116,32,Male,Research & Development,Laboratory Technician,PhD,Divorced,16514,14,4,2,1,Yes,Travel_Frequently,4,No
EMP04117,50,Female,Research & Development,Research Scientist,Master,Married,9704,5,3,1,2,Yes,Travel_Frequently,27,No
EMP04118,22,Male,Research & Development,Developer,High School,Married,2789,4,4,4,3,No,Non-Travel,29,No
EMP04119,24,Female,Sales,Research Scientist,High School,Divorced,11230,2,4,2,3,Yes,Non-Travel,11,Yes
EMP04120,45,Female,Human Resources,Developer,High School,Divorced,8271,15,3,4,4,No,Non-Travel,27,No
EMP04121,24,Female,Research & Development,Laboratory Technician,High School,Single,3668,0,2,2,1,Yes,Travel_Frequently,14,No
EMP04122,34,Female,Human Resources,HR Executive,Bachelor,Single,19725,5,3,3,2,Yes,Non-Travel,12,No
EMP04123,54,Male,Sales,Research Scientist,PhD,Married,7489,26,2,3,4,No,Travel_Rarely,14,No
EMP04124,53,Male,Research & Development,Laboratory Technician,High School,Single,10614,39,2,2,3,No,Travel_Rarely,5,No
EMP04125,21,Female,Human Resources,Research Scientist,PhD,Single,18220,17,1,4,1,Yes,Non-Travel,23,No
EMP04126,60,Female,Sales,Laboratory Technician,PhD,Divorced,19214,0,3,3,1,No,Travel_Rarely,1,No
EMP04127,41,Male,Human Resources,HR Executive,Bachelor,Single,13828,16,2,4,4,No,Non-Travel,6,No
EMP04128,58,Male,Research & Development,Sales Executive,PhD,Single,4504,17,1,1,4,Yes,Travel_Rarely,24,No
EMP04129,22,Male,Sales,Laboratory Technician,Master,Single,9616,34,2,3,4,No,Travel_Rarely,19,No
EMP04130,47,Male,Research & Development,Developer,PhD,Single,18150,35,4,1,3,No,Travel_Rarely,23,No
EMP04131,50,Female,Human Resources,Developer,Bachelor,Divorced,14050,9,2,1,1,No,Travel_Rarely,15,No
EMP04132,21,Male,Sales,Research Scientist,High School,Married,11488,6,4,1,4,No,Non-Travel,25,No
EMP04133,44,Male,Sales,Developer,Bachelor,Married,10904,29,4,2,4,Yes,Travel_Rarely,6,No
EMP04134,55,Female,Sales,Manager,High School,Married,12549,4,3,2,3,No,Travel_Rarely,27,No
EMP04135,29,Female,Human Resources,Sales Executive,Master,Divorced,7343,37,3,2,1,Yes,Non-Travel,28,No
EMP04136,59,Female,Research & Development,Manager,Bachelor,Divorced,12016,10,2,1,1,Yes,Travel_Frequently,29,No
EMP04137,28,Female,Human Resources,HR Executive,Bachelor,Married,19404,14,1,4,3,No,Travel_Frequently,5,No
EMP04138,59,Female,Sales,HR Executive,High School,Single,12533,36,1,3,3,Yes,Travel_Rarely,28,No
EMP04139,47,Female,Human Resources,Manager,Master,Married,19849,7,2,4,2,No,Travel_Frequently,20,No
EMP04140,36,Male,Research & Development,Laboratory Technician,PhD,Married,16147,15,1,1,3,No,Travel_Frequently,20,No
EMP04141,41,Male,Research & Development,HR Executive,Master,Married,2349,2,3,2,1,Yes,Travel_Rarely,9,Yes
EMP04142,44,Male,Research & Development,HR Executive,High School,Divorced,3436,5,1,4,4,No,Travel_Rarely,7,No
EMP04143,40,Male,Sales,Laboratory Technician,Bachelor,Married,2365,31,2,2,3,No,Non-Travel,13,No
EMP04144,41,Female,Sales,Sales Executive,Master,Married,17151,8,4,1,3,Yes,Travel_Rarely,18,Yes
EMP04145,56,Male,Human Resources,Research Scientist,Bachelor,Married,19058,0,2,4,2,Yes,Travel_Rarely,24,Yes
EMP04146,56,Female,Sales,Sales Executive,Master,Single,11481,11,2,3,4,No,Non-Travel,6,No
EMP04147,46,Female,Research & Development,Manager,Bachelor,Single,6111,29,1,2,3,Yes,Travel_Rarely,16,No
EMP04148,23,Male,Sales,Sales Executive,PhD,Married,13167,18,1,2,1,Yes,Non-Travel,23,No
EMP04149,42,Male,Human Resources,Laboratory Technician,PhD,Single,10926,3,4,3,4,No,Travel_Frequently,11,No
EMP04150,53,Male,Sales,HR Executive,High School,Divorced,7116,11,2,2,4,Yes,Travel_Frequently,18,No
EMP04151,40,Male,Human Resources,Research Scientist,Master,Divorced,4142,31,4,2,4,No,Travel_Rarely,18,No
EMP04152,21,Female,Human Resources,Research Scientist,High School,Single,19750,18,3,4,3,No,Travel_Frequently,20,No
EMP04153,59,Male,Research & Development,Laboratory Technician,Bachelor,Divorced,6969,18,3,4,2,No,Non-Travel,6,No
EMP04154,21,Female,Research & Development,Manager,High School,Divorced,17044,32,3,2,1,Yes,Travel_Rarely,16,No
EMP04155,60,Female,Human Resources,HR Executive,Master,Married,2634,12,3,1,4,Yes,Non-Travel,13,No
EMP04156,58,Female,Human Resources,HR Executive,PhD,Single,19265,18,2,1,3,Yes,Travel_Rarely,9,No
EMP04157,58,Male,Sales,Laboratory Technician,Master,Married,3146,36,3,3,3,Yes,Travel_Rarely,1,No
EMP04158,39,Female,Human Resources,Sales Executive,Bachelor,Married,15135,5,1,2,3,No,Travel_Rarely,8,No
EMP04159,27,Female,Human Resources,Sales Executive,Bachelor,Divorced,4336,26,2,4,1,No,Travel_Frequently,1,No
EMP04160,40,Male,Research & Development,Research Scientist,Master,Single,11960,9,1,4,4,Yes,Travel_Frequently,27,Yes
EMP04161,41,Male,Sales,HR Executive,Bachelor,Single,8380,1,3,2,1,No,Travel_Frequently,13,No
EMP04162,48,Female,Sales,Research Scientist,Master,Single,8876,4,4,4,4,Yes,Non-Travel,13,Yes
EMP04163,32,Female,Research & Development,Research Scientist,Bachelor,Married,19330,23,4,2,3,Yes,Non-Travel,18,No
EMP04164,59,Male,Human Resources,Sales Executive,PhD,Single,16931,29,1,1,3,No,Travel_Rarely,16,No
EMP04165,56,Female,Human Resources,Laboratory Technician,Bachelor,Single,11717,38,1,1,2,Yes,Travel_Rarely,22,No
EMP04166,32,Male,Human Resources,Laboratory Technician,PhD,Single,8944,35,2,1,4,Yes,Travel_Frequently,20,No
EMP04167,44,Male,Sales,Manager,PhD,Married,6017,39,4,1,2,Yes,Non-Travel,27,No
EMP04168,48,Male,Sales,Developer,High School,Married,18755,16,3,1,4,No,Travel_Rarely,9,No
EMP04169,58,Male,Sales,Sales Executive,PhD,Divorced,9475,5,1,2,2,Yes,Non-Travel,6,No
EMP04170,28,Female,Human Resources,Laboratory Technician,Bachelor,Single,19258,2,1,1,3,No,Non-Travel,22,No
EMP04171,42,Male,Human Resources,Sales Executive,PhD,Single,11890,35,2,1,3,No,Travel_Frequently,23,Yes
EMP04172,54,Female,Human Resources,Research Scientist,PhD,Married,4504,38,1,3,3,Yes,Travel_Rarely,15,No
EMP04173,57,Male,Human Resources,Developer,PhD,Single,16441,10,2,1,3,No,Non-Travel,18,No
EMP04174,43,Male,Human Resources,Sales Executive,High School,Single,2468,14,3,2,2,Yes,Non-Travel,26,No
EMP04175,30,Female,Sales,Developer,PhD,Divorced,19142,31,1,1,3,Yes,Travel_Frequently,19,No
EMP04176,54,Female,Sales,Sales Executive,Bachelor,Single,6347,3,3,1,1,No,Travel_Rarely,10,No
EMP04177,59,Female,Human Resources,Developer,PhD,Single,9856,8,1,3,3,Yes,Travel_Rarely,11,Yes
EMP04178,20,Male,Research & Development,HR Executive,High School,Married,4800,5,4,3,2,Yes,Non-Travel,29,No
EMP04179,21,Female,Sales,HR Executive,PhD,Divorced,17876,35,4,1,2,No,Non-Travel,17,No
EMP04180,35,Male,Human Resources,Manager,Master,Single,10832,33,1,3,2,Yes,Travel_Rarely,10,No
EMP04181,52,Male,Human Resources,Developer,PhD,Single,3413,9,1,2,4,Yes,Travel_Rarely,12,Yes
EMP04182,27,Male,Research & Development,Laboratory Technician,Bachelor,Divorced,3934,35,4,4,1,Yes,Travel_Rarely,23,No
EMP04183,38,Female,Human Resources,Sales Executive,PhD,Married,3025,19,1,4,3,No,Non-Travel,6,No
EMP04184,59,Male,Sales,Manager,PhD,Single,2107,27,1,3,3,No,Travel_Rarely,13,No
EMP04185,41,Male,Sales,Developer,High School,Single,4205,10,2,1,2,No,Travel_Frequently,12,No
EMP04186,37,Female,Sales,Research Scientist,PhD,Divorced,5698,10,2,2,3,No,Travel_Frequently,7,No
EMP04187,59,Female,Sales,Laboratory Technician,Bachelor,Married,15279,30,1,3,4,No,Travel_Frequently,1,Yes
EMP04188,34,Male,Sales,Laboratory Technician,Bachelor,Single,8448,37,1,3,4,Yes,Travel_Rarely,11,Yes
EMP04189,60,Female,Human Resources,Sales Executive,Bachelor,Single,10005,2,3,1,3,Yes,Non-Travel,13,No
EMP04190,53,Male,Research & Development,Sales Executive,Master,Divorced,10125,20,3,4,4,Yes,Travel_Rarely,5,Yes
EMP04191,36,Male,Sales,Developer,Master,Married,13551,11,4,1,4,No,Non-Travel,26,No
EMP04192,20,Female,Research & Development,Manager,Master,Married,5476,7,2,2,4,Yes,Travel_Frequently,7,No
EMP04193,40,Male,Research & Development,Developer,PhD,Divorced,18779,20,3,4,2,Yes,Travel_Rarely,8,No
EMP04194,21,Male,Sales,Research Scientist,PhD,Married,10065,3,3,1,3,No,Non-Travel,18,No
EMP04195,47,Female,Research & Development,Developer,Bachelor,Single,6927,12,1,3,1,No,Travel_Rarely,24,No
EMP04196,37,Male,Research & Development,HR Executive,Master,Single,6724,40,2,2,2,No,Travel_Frequently,24,Yes
EMP04197,55,Female,Research & Development,Research Scientist,Bachelor,Married,6015,30,4,4,1,Yes,Travel_Frequently,5,No
EMP04198,55,Male,Sales,HR Executive,Master,Single,17956,30,4,4,1,No,Travel_Rarely,7,No
EMP04199,27,Female,Research & Development,Manager,Master,Divorced,6197,6,3,3,3,No,Travel_Rarely,16,No
EMP04200,52,Female,Sales,HR Executive,High School,Single,7958,27,3,1,1,No,Travel_Rarely,3,Yes
EMP04201,19,Male,Research & Development,Laboratory Technician,PhD,Married,19679,35,1,4,3,Yes,Non-Travel,27,No
EMP04202,42,Male,Research & Development,Sales Executive,Bachelor,Married,8692,16,2,3,3,Yes,Travel_Frequently,5,Yes
EMP04203,29,Female,Sales,Research Scientist,Bachelor,Divorced,17638,12,2,2,4,No,Travel_Rarely,17,No
EMP04204,56,Female,Sales,HR Executive,High School,Married,12967,27,4,2,2,Yes,Travel_Frequently,2,Yes
EMP04205,23,Male,Human Resources,HR Executive,High School,Single,12265,11,3,1,3,Yes,Travel_Frequently,30,No
EMP04206,52,Female,Sales,Research Scientist,Master,Married,7028,0,1,4,2,No,Travel_Rarely,15,No
EMP04207,56,Female,Sales,HR Executive,Master,Divorced,9204,14,3,1,3,No,Non-Travel,11,No
EMP04208,59,Female,Research & Development,Sales Executive,PhD,Single,18903,28,1,2,4,Yes,Travel_Frequently,7,No
EMP04209,21,Female,Human Resources,Sales Executive,High School,Divorced,2571,19,1,4,1,Yes,Travel_Rarely,14,No
EMP04210,39,Female,Human Resources,Sales Executive,High School,Divorced,12085,3,3,2,3,Yes,Travel_Frequently,11,Yes
EMP04211,51,Male,Sales,Developer,Master,Married,9181,17,3,4,1,No,Non-Travel,12,No
EMP04212,50,Female,Sales,Developer,Bachelor,Single,6134,11,2,4,3,Yes,Travel_Rarely,14,Yes
EMP04213,59,Male,Research & Development,Sales Executive,Master,Divorced,3088,0,3,4,4,No,Travel_Frequently,26,No
EMP04214,50,Male,Sales,HR Executive,Master,Single,8231,34,1,1,3,Yes,Travel_Rarely,28,No
EMP04215,32,Male,Sales,HR Executive,High School,Divorced,18376,8,2,2,3,No,Travel_Rarely,2,No
EMP04216,34,Male,Research & Development,Developer,Master,Divorced,7583,30,3,4,4,No,Non-Travel,16,No
EMP04217,27,Male,Research & Development,HR Executive,High School,Married,14878,8,4,2,4,No,Non-Travel,1,No
EMP04218,28,Male,Sales,Research Scientist,High School,Single,19847,31,2,3,2,No,Travel_Frequently,7,No
EMP04219,50,Male,Human Resources,Research Scientist,Bachelor,Single,4279,0,4,2,3,Yes,Travel_Rarely,8,Yes
EMP04220,53,Female,Human Resources,Laboratory Technician,High School,Single,14132,2,2,1,4,Yes,Travel_Frequently,19,No
EMP04221,36,Female,Research & Development,Manager,Master,Divorced,13771,2,2,1,3,No,Non-Travel,19,No
EMP04222,26,Male,Human Resources,Manager,PhD,Divorced,5768,0,2,2,1,Yes,Travel_Rarely,16,No
EMP04223,43,Male,Sales,HR Executive,PhD,Married,18993,9,2,2,1,Yes,Travel_Frequently,14,No
EMP04224,29,Male,Human Resources,HR Executive,Bachelor,Married,14660,40,1,1,3,No,Non-Travel,11,Yes
EMP04225,19,Male,Research & Development,Sales Executive,High School,Married,5309,37,1,3,2,Yes,Travel_Rarely,24,No
EMP04226,22,Male,Research & Development,Research Scientist,PhD,Single,19114,13,2,2,2,No,Travel_Frequently,23,No
EMP04227,33,Male,Sales,Developer,PhD,Divorced,2751,0,2,2,4,No,Non-Travel,25,No
EMP04228,51,Male,Sales,Manager,High School,Married,5320,17,2,4,4,No,Non-Travel,27,No
EMP04229,43,Male,Sales,Laboratory Technician,Bachelor,Single,18864,39,3,3,2,Yes,Travel_Rarely,29,No
EMP04230,48,Male,Human Resources,Developer,High School,Single,3438,40,1,2,2,Yes,Travel_Frequently,15,No
EMP04231,60,Male,Sales,Sales Executive,Bachelor,Divorced,17134,29,3,4,2,No,Travel_Frequently,11,No
EMP04232,49,Female,Research & Development,Laboratory Technician,Bachelor,Divorced,13407,13,4,3,4,No,Travel_Frequently,5,Yes
EMP04233,48,Male,Human Resources,Laboratory Technician,High School,Married,2919,15,4,1,4,Yes,Travel_Frequently,7,No
EMP04234,31,Female,Research & Development,Manager,Bachelor,Married,13976,23,1,3,1,No,Travel_Frequently,9,No
EMP04235,41,Female,Human Resources,Laboratory Technician,High School,Single,3528,11,2,2,2,Yes,Travel_Rarely,20,No
EMP04236,25,Male,Sales,Developer,Master,Divorced,3828,22,2,4,2,No,Travel_Frequently,28,No
EMP04237,45,Male,Research & Development,HR Executive,Bachelor,Married,4048,30,3,3,1,No,Travel_Rarely,13,Yes
EMP04238,39,Male,Sales,Developer,PhD,Married,8043,20,2,4,1,No,Travel_Rarely,28,No
EMP04239,39,Female,Human Resources,Laboratory Technician,Bachelor,Single,4013,13,3,1,3,Yes,Travel_Frequently,26,No
EMP04240,37,Male,Human Resources,Sales Executive,Master,Divorced,9741,13,3,1,3,Yes,Non-Travel,30,No
EMP04241,46,Male,Research & Development,Research Scientist,Master,Married,16354,15,4,3,2,Yes,Non-Travel,29,No
EMP04242,50,Male,Sales,HR Executive,Master,Single,8671,23,3,4,4,No,Travel_Frequently,23,No
EMP04243,22,Male,Human Resources,Developer,PhD,Married,7066,9,1,4,3,Yes,Non-Travel,7,No
EMP04244,26,Male,Research & Development,Developer,PhD,Married,7404,22,2,4,3,No,Non-Travel,23,No
EMP04245,41,Male,Sales,Developer,Master,Married,4626,30,2,1,2,No,Travel_Rarely,30,No
EMP04246,26,Male,Sales,Sales Executive,PhD,Divorced,4525,22,1,1,4,Yes,Travel_Rarely,2,No
EMP04247,31,Male,Research & Development,Developer,Master,Single,7115,26,1,2,1,Yes,Travel_Frequently,13,No
EMP04248,51,Female,Research & Development,Developer,PhD,Divorced,15079,0,3,3,3,Yes,Non-Travel,4,Yes
EMP04249,32,Female,Research & Development,Sales Executive,PhD,Married,11292,29,1,2,2,No,Travel_Rarely,5,No
EMP04250,26,Male,Human Resources,Manager,Master,Divorced,9362,35,3,3,4,Yes,Non-Travel,6,No
EMP04251,42,Male,Sales,HR Executive,PhD,Single,5150,10,3,1,3,Yes,Non-Travel,14,No
EMP04252,24,Female,Research & Development,HR Executive,Master,Divorced,2099,9,3,4,2,Yes,Travel_Rarely,11,No
EMP04253,21,Male,Research & Development,Research Scientist,PhD,Divorced,2694,39,2,3,3,No,Travel_Rarely,18,No
EMP04254,21,Male,Human Resources,Laboratory Technician,PhD,Single,17010,17,2,1,4,No,Travel_Rarely,29,No
EMP04255,23,Female,Human Resources,Manager,Bachelor,Married,3434,17,4,1,4,No,Travel_Frequently,10,No
EMP04256,31,Male,Human Resources,HR Executive,Bachelor,Single,19310,6,1,4,1,Yes,Travel_Rarely,29,No
EMP04257,40,Male,Human Resources,Sales Executive,PhD,Married,15443,3,1,2,3,No,Travel_Rarely,5,No
EMP04258,52,Male,Research & Development,HR Executive,Master,Single,15296,23,3,1,1,Yes,Non-Travel,8,No
EMP04259,22,Female,Research & Development,Laboratory Technician,Bachelor,Single,15801,21,2,3,3,No,Travel_Frequently,2,No
EMP04260,33,Male,Sales,Sales Executive,Master,Married,12831,7,1,4,3,Yes,Travel_Frequently,20,No
EMP04261,20,Male,Human Resources,Sales Executive,Master,Single,2557,2,1,2,4,No,Travel_Frequently,15,No
EMP04262,18,Female,Sales,Sales Executive,Bachelor,Single,15671,27,2,2,1,No,Non-Travel,24,No
