Loan_ID,Customer_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Term_Months,Interest_Rate_Pct,Loan_Purpose,Employment_Status,Home_Ownership,Debt_to_Income_Ratio,Loan_Status
LN104549,CUST204549,32,54167.98,620,18349.44,36,19.68,Education,Employed,Mortgage,0.04,Fully Paid
LN104550,CUST204550,30,71961.59,753,13357.14,36,14.11,Debt Consolidation,Employed,Rent,0.05,Charged Off
LN104551,CUST204551,64,68422.69,760,26437.85,36,14.12,Small Business,Self-Employed,Mortgage,0.21,Fully Paid
LN104552,CUST204552,31,18000.0,634,17042.72,36,19.12,Debt Consolidation,Self-Employed,Rent,0.12,Current
LN104553,CUST204553,35,30103.5,773,9976.98,60,14.6,Home Improvement,Employed,Mortgage,0.2,Fully Paid
LN104554,CUST204554,36,88556.36,555,5798.65,36,24.78,Debt Consolidation,Self-Employed,Rent,0.24,Charged Off
LN104555,CUST204555,37,44184.89,830,1000.0,60,12.44,Debt Consolidation,Employed,Mortgage,0.08,Fully Paid
LN104556,CUST204556,46,78245.95,595,30785.0,36,21.18,Small Business,Employed,Rent,0.18,Current
LN104557,CUST204557,22,71576.01,613,8305.19,36,21.3,Major Purchase,Self-Employed,Mortgage,0.22,Current
LN104558,CUST204558,32,95385.82,527,22711.56,60,25.09,Home Improvement,Employed,Rent,0.34,Charged Off
LN104559,CUST204559,46,30905.21,805,7636.88,60,13.67,Home Improvement,Employed,Rent,0.36,Fully Paid
LN104560,CUST204560,43,74855.15,501,16335.68,36,23.96,Credit Card Reinvestment,Employed,Mortgage,0.02,Charged Off
LN104561,CUST204561,38,63364.64,711,18597.83,36,17.2,Debt Consolidation,Employed,Mortgage,0.25,Fully Paid
LN104562,CUST204562,52,45255.64,567,5086.98,36,19.14,Major Purchase,Employed,Own,0.25,Current
LN104563,CUST204563,58,45080.09,627,22656.29,36,22.22,Home Improvement,Self-Employed,Mortgage,0.13,Charged Off
LN104564,CUST204564,23,70687.02,832,13414.1,36,14.02,Credit Card Reinvestment,Employed,Mortgage,0.15,Fully Paid
LN104565,CUST204565,58,80741.75,523,19421.16,36,25.41,Education,Employed,Own,0.14,Fully Paid
LN104566,CUST204566,23,66589.91,752,26636.15,36,16.79,Home Improvement,Employed,Mortgage,0.01,Fully Paid
LN104567,CUST204567,50,67367.86,729,20916.98,60,15.73,Home Improvement,Employed,Mortgage,0.2,Fully Paid
LN104568,CUST204568,21,52537.64,675,14241.38,36,16.87,Small Business,Employed,Mortgage,0.14,Fully Paid
LN104569,CUST204569,50,54195.35,720,30552.39,60,14.32,Small Business,Self-Employed,Own,0.09,Fully Paid
LN104570,CUST204570,52,45188.24,535,14642.79,60,25.11,Education,Unemployed,Mortgage,0.11,Charged Off
LN104571,CUST204571,48,52034.96,501,15745.06,60,23.83,Home Improvement,Employed,Mortgage,0.14,Charged Off
LN104572,CUST204572,41,79866.89,773,13691.0,60,13.52,Debt Consolidation,Unemployed,Rent,0.18,Charged Off
LN104573,CUST204573,33,82660.14,676,5195.18,60,18.3,Debt Consolidation,Employed,Mortgage,0.28,Charged Off
LN104574,CUST204574,47,33103.11,763,4313.71,60,14.42,Debt Consolidation,Employed,Rent,0.34,Current
LN104575,CUST204575,56,42589.08,685,10566.38,36,18.0,Credit Card Reinvestment,Employed,Rent,0.1,Current
LN104576,CUST204576,27,47240.05,514,6890.13,36,21.73,Debt Consolidation,Employed,Mortgage,0.08,Charged Off
LN104577,CUST204577,42,63399.08,778,12778.64,60,13.53,Credit Card Reinvestment,Employed,Mortgage,0.17,Current
LN104578,CUST204578,30,22921.18,693,21609.29,36,18.52,Small Business,Self-Employed,Rent,0.2,Fully Paid
LN104579,CUST204579,59,43027.32,697,11727.45,36,16.47,Education,Employed,Rent,0.18,Current
LN104580,CUST204580,35,30360.46,848,16759.7,60,9.79,Debt Consolidation,Employed,Rent,0.22,Fully Paid
LN104581,CUST204581,35,75012.05,804,10952.75,36,14.27,Debt Consolidation,Employed,Rent,0.23,Fully Paid
LN104582,CUST204582,24,64258.13,563,35360.28,60,21.84,Major Purchase,Self-Employed,Rent,0.03,Current
LN104583,CUST204583,52,53436.31,789,27065.88,36,13.72,Home Improvement,Self-Employed,Rent,0.13,Current
LN104584,CUST204584,43,38418.07,517,13019.14,36,24.0,Major Purchase,Employed,Rent,0.05,Current
LN104585,CUST204585,26,53822.59,563,17177.59,36,22.48,Small Business,Employed,Mortgage,0.09,Current
LN104586,CUST204586,44,50882.7,829,4276.93,60,14.13,Home Improvement,Employed,Rent,0.12,Current
LN104587,CUST204587,40,105866.66,750,13284.75,36,15.86,Debt Consolidation,Employed,Rent,0.03,Fully Paid
LN104588,CUST204588,57,89925.49,516,10196.95,60,22.53,Home Improvement,Employed,Own,0.11,Fully Paid
LN104589,CUST204589,40,47732.3,640,20943.12,36,18.84,Credit Card Reinvestment,Employed,Mortgage,0.2,Fully Paid
LN104590,CUST204590,32,69129.88,807,7557.51,36,12.1,Debt Consolidation,Employed,Rent,0.12,Fully Paid
LN104591,CUST204591,53,88605.22,819,28261.92,36,12.56,Major Purchase,Unemployed,Rent,0.1,Fully Paid
LN104592,CUST204592,48,47724.65,744,14476.58,36,16.6,Small Business,Employed,Mortgage,0.2,Fully Paid
LN104593,CUST204593,28,29572.23,789,8044.68,36,13.49,Debt Consolidation,Employed,Rent,0.27,Fully Paid
LN104594,CUST204594,21,20078.54,586,15257.27,36,21.56,Education,Employed,Mortgage,0.26,Current
LN104595,CUST204595,57,96806.67,698,20894.2,36,13.73,Credit Card Reinvestment,Employed,Rent,0.11,Charged Off
LN104596,CUST204596,42,60223.44,660,19163.21,36,20.59,Small Business,Employed,Own,0.18,Current
LN104597,CUST204597,26,72283.13,639,16252.59,60,19.19,Debt Consolidation,Employed,Mortgage,0.22,Current
LN104598,CUST204598,41,50644.07,575,22021.05,36,22.39,Debt Consolidation,Employed,Rent,0.11,Current
LN104599,CUST204599,52,33302.53,518,21531.92,36,24.66,Debt Consolidation,Self-Employed,Rent,0.18,Charged Off
LN104600,CUST204600,55,37967.48,829,21571.86,36,10.69,Debt Consolidation,Employed,Mortgage,0.27,Fully Paid
LN104601,CUST204601,35,31474.13,549,12794.63,60,22.67,Debt Consolidation,Employed,Rent,0.18,Charged Off
LN104602,CUST204602,25,86249.86,731,12739.0,60,14.59,Small Business,Unemployed,Rent,0.25,Fully Paid
LN104603,CUST204603,26,102314.03,794,13341.25,60,15.31,Home Improvement,Employed,Rent,0.1,Charged Off
LN104604,CUST204604,45,65931.1,511,11047.49,36,21.22,Education,Employed,Mortgage,0.12,Fully Paid
LN104605,CUST204605,60,27055.02,834,15845.4,60,10.21,Home Improvement,Employed,Mortgage,0.2,Current
LN104606,CUST204606,49,77414.6,514,14955.02,60,23.96,Debt Consolidation,Unemployed,Rent,0.19,Charged Off
LN104607,CUST204607,27,96624.62,527,28240.55,60,26.17,Home Improvement,Employed,Mortgage,0.22,Fully Paid
LN104608,CUST204608,60,89291.67,791,10961.48,36,14.42,Education,Employed,Mortgage,0.08,Fully Paid
LN104609,CUST204609,33,64271.72,820,7106.34,60,9.74,Home Improvement,Employed,Own,0.28,Current
LN104610,CUST204610,58,59137.94,749,20165.88,36,14.87,Debt Consolidation,Employed,Mortgage,0.05,Fully Paid
LN104611,CUST204611,38,64070.84,597,15572.18,36,22.2,Small Business,Self-Employed,Own,0.14,Charged Off
LN104612,CUST204612,22,95631.23,802,9509.25,36,16.26,Debt Consolidation,Employed,Own,0.28,Fully Paid
LN104613,CUST204613,28,84009.14,836,21256.92,36,11.05,Credit Card Reinvestment,Employed,Rent,0.4,Current
LN104614,CUST204614,31,55356.08,538,12768.06,36,21.7,Home Improvement,Employed,Mortgage,0.04,Fully Paid
LN104615,CUST204615,53,54727.12,537,27194.28,36,24.0,Debt Consolidation,Employed,Rent,0.06,Charged Off
LN104616,CUST204616,58,52957.62,799,7398.84,60,12.98,Debt Consolidation,Self-Employed,Mortgage,0.3,Fully Paid
LN104617,CUST204617,47,38384.18,678,10353.43,36,18.57,Small Business,Employed,Rent,0.2,Fully Paid
LN104618,CUST204618,40,98795.96,596,16021.29,36,22.2,Small Business,Employed,Mortgage,0.19,Current
LN104619,CUST204619,32,45304.41,781,25862.28,36,14.24,Home Improvement,Unemployed,Rent,0.13,Fully Paid
LN104620,CUST204620,63,77256.9,737,9291.99,60,16.31,Debt Consolidation,Self-Employed,Rent,0.5,Fully Paid
LN104621,CUST204621,51,48464.31,663,18012.05,36,20.93,Debt Consolidation,Employed,Rent,0.09,Charged Off
LN104622,CUST204622,47,53069.4,596,5688.26,36,20.72,Debt Consolidation,Employed,Own,0.36,Current
LN104623,CUST204623,52,62152.98,756,22333.8,60,12.92,Home Improvement,Employed,Rent,0.08,Current
LN104624,CUST204624,30,78631.06,808,9785.41,36,13.15,Debt Consolidation,Employed,Mortgage,0.17,Fully Paid
LN104625,CUST204625,23,58519.4,761,19950.18,36,12.64,Debt Consolidation,Employed,Rent,0.08,Fully Paid
LN104626,CUST204626,47,36519.87,792,20363.24,36,11.64,Home Improvement,Unemployed,Mortgage,0.21,Current
LN104627,CUST204627,55,65477.03,757,1000.0,36,13.49,Credit Card Reinvestment,Self-Employed,Rent,0.23,Fully Paid
LN104628,CUST204628,51,45833.21,748,16674.61,36,13.2,Small Business,Self-Employed,Rent,0.1,Current
LN104629,CUST204629,35,103595.96,744,10954.49,36,16.99,Home Improvement,Employed,Own,0.24,Fully Paid
LN104630,CUST204630,36,58501.39,750,18988.09,60,15.07,Credit Card Reinvestment,Unemployed,Rent,0.24,Charged Off
LN104631,CUST204631,33,48300.77,622,8007.52,36,21.18,Debt Consolidation,Employed,Rent,0.13,Current
LN104632,CUST204632,55,114370.02,824,10348.55,36,12.81,Home Improvement,Employed,Mortgage,0.07,Fully Paid
LN104633,CUST204633,31,83472.24,668,24587.72,60,17.97,Credit Card Reinvestment,Employed,Mortgage,0.22,Charged Off
LN104634,CUST204634,41,42580.65,674,23968.61,36,19.48,Credit Card Reinvestment,Self-Employed,Own,0.33,Fully Paid
LN104635,CUST204635,31,45227.15,768,7047.15,36,13.56,Home Improvement,Employed,Mortgage,0.02,Fully Paid
LN104636,CUST204636,50,76854.57,703,29370.97,36,16.63,Home Improvement,Self-Employed,Mortgage,0.15,Fully Paid
LN104637,CUST204637,55,66086.91,824,1000.0,36,10.98,Small Business,Self-Employed,Rent,0.18,Current
LN104638,CUST204638,42,87254.39,565,16716.63,36,24.5,Credit Card Reinvestment,Employed,Mortgage,0.13,Current
LN104639,CUST204639,58,48433.09,814,4724.39,60,12.28,Credit Card Reinvestment,Self-Employed,Mortgage,0.29,Fully Paid
LN104640,CUST204640,51,82527.73,823,17971.03,36,12.98,Major Purchase,Self-Employed,Rent,0.13,Fully Paid
LN104641,CUST204641,34,18000.0,558,12906.85,36,21.81,Debt Consolidation,Employed,Mortgage,0.34,Current
LN104642,CUST204642,44,61138.95,718,6858.89,60,17.55,Home Improvement,Employed,Rent,0.08,Fully Paid
LN104643,CUST204643,52,49570.52,765,9100.76,60,15.56,Education,Employed,Mortgage,0.16,Fully Paid
LN104644,CUST204644,56,53623.83,640,8706.96,36,16.96,Debt Consolidation,Employed,Rent,0.16,Charged Off
LN104645,CUST204645,52,62428.13,735,15611.08,60,15.61,Debt Consolidation,Employed,Rent,0.02,Fully Paid
LN104646,CUST204646,35,93462.59,717,22797.8,36,16.5,Credit Card Reinvestment,Employed,Mortgage,0.14,Fully Paid
LN104647,CUST204647,63,36149.0,514,30670.48,36,23.99,Debt Consolidation,Unemployed,Rent,0.15,Current
LN104648,CUST204648,55,18000.0,801,13632.85,36,15.04,Home Improvement,Unemployed,Rent,0.26,Fully Paid
LN104649,CUST204649,23,39048.66,637,17390.51,36,17.69,Debt Consolidation,Employed,Rent,0.22,Current
LN104650,CUST204650,36,90560.9,731,24489.73,36,15.09,Home Improvement,Employed,Rent,0.03,Fully Paid
LN104651,CUST204651,25,23875.22,588,11408.51,36,20.21,Credit Card Reinvestment,Employed,Rent,0.36,Charged Off
LN104652,CUST204652,41,50701.31,576,8735.32,36,23.5,Home Improvement,Employed,Mortgage,0.27,Current
LN104653,CUST204653,30,85989.43,635,30587.4,36,18.06,Debt Consolidation,Employed,Rent,0.09,Fully Paid
LN104654,CUST204654,39,63539.29,609,13561.86,36,17.89,Debt Consolidation,Employed,Mortgage,0.1,Current
LN104655,CUST204655,45,93217.67,800,16738.69,60,13.65,Debt Consolidation,Employed,Mortgage,0.24,Fully Paid
LN104656,CUST204656,24,18000.0,590,2169.06,60,21.19,Home Improvement,Employed,Mortgage,0.25,Current
LN104657,CUST204657,49,56959.77,689,10809.5,36,19.0,Debt Consolidation,Self-Employed,Rent,0.19,Current
LN104658,CUST204658,39,98429.43,572,30097.11,60,23.34,Major Purchase,Employed,Mortgage,0.11,Fully Paid
LN104659,CUST204659,63,36827.96,672,18702.45,36,18.06,Credit Card Reinvestment,Employed,Own,0.04,Fully Paid
LN104660,CUST204660,22,90870.25,534,14770.55,36,21.48,Debt Consolidation,Employed,Rent,0.16,Fully Paid
LN104661,CUST204661,30,59107.74,709,26149.72,36,14.84,Debt Consolidation,Employed,Mortgage,0.09,Fully Paid
LN104662,CUST204662,63,75853.24,797,1839.22,36,10.46,Debt Consolidation,Employed,Rent,0.02,Fully Paid
LN104663,CUST204663,45,96616.42,632,11682.01,60,19.51,Home Improvement,Employed,Rent,0.34,Charged Off
LN104664,CUST204664,40,75745.9,782,33199.91,60,12.73,Debt Consolidation,Employed,Rent,0.24,Fully Paid
LN104665,CUST204665,39,50218.76,697,14600.25,36,16.85,Debt Consolidation,Employed,Mortgage,0.16,Fully Paid
LN104666,CUST204666,43,79051.57,531,14544.91,36,24.02,Debt Consolidation,Employed,Mortgage,0.11,Fully Paid
LN104667,CUST204667,44,48455.0,635,24433.17,36,22.45,Education,Employed,Rent,0.28,Current
LN104668,CUST204668,31,71834.17,747,24989.25,36,15.99,Credit Card Reinvestment,Employed,Rent,0.04,Current
LN104669,CUST204669,54,33703.93,840,4587.63,60,11.51,Small Business,Employed,Mortgage,0.07,Fully Paid
LN104670,CUST204670,48,65727.37,645,18423.73,36,16.85,Debt Consolidation,Employed,Rent,0.25,Fully Paid
LN104671,CUST204671,25,94732.33,833,29046.32,36,11.72,Debt Consolidation,Employed,Mortgage,0.05,Fully Paid
LN104672,CUST204672,25,57530.76,642,9855.33,60,20.64,Debt Consolidation,Employed,Mortgage,0.08,Charged Off
LN104673,CUST204673,41,92342.26,733,12020.55,36,16.27,Education,Self-Employed,Mortgage,0.03,Fully Paid
LN104674,CUST204674,32,142335.74,543,15230.55,60,21.71,Debt Consolidation,Self-Employed,Mortgage,0.27,Charged Off
LN104675,CUST204675,24,64276.32,531,20554.76,36,23.2,Home Improvement,Employed,Own,0.12,Current
LN104676,CUST204676,62,80354.8,730,3578.68,36,15.91,Debt Consolidation,Employed,Mortgage,0.31,Fully Paid
LN104677,CUST204677,40,76921.56,527,1000.0,36,23.31,Credit Card Reinvestment,Employed,Rent,0.18,Fully Paid
LN104678,CUST204678,58,70627.59,659,16723.95,36,17.71,Debt Consolidation,Self-Employed,Rent,0.29,Fully Paid
LN104679,CUST204679,45,84697.4,832,24327.02,60,8.5,Home Improvement,Self-Employed,Rent,0.15,Fully Paid
LN104680,CUST204680,34,58797.62,706,12504.33,36,15.61,Education,Employed,Own,0.09,Current
LN104681,CUST204681,31,48436.4,517,10116.8,60,24.7,Home Improvement,Employed,Rent,0.11,Current
LN104682,CUST204682,52,26841.93,602,13664.27,36,22.23,Home Improvement,Employed,Rent,0.19,Fully Paid
LN104683,CUST204683,31,56431.04,569,27780.37,60,22.35,Home Improvement,Employed,Rent,0.15,Fully Paid
LN104684,CUST204684,38,87535.85,618,9683.51,60,21.87,Major Purchase,Unemployed,Rent,0.05,Current
LN104685,CUST204685,47,41505.07,638,19562.26,36,19.36,Debt Consolidation,Employed,Mortgage,0.26,Fully Paid
LN104686,CUST204686,38,71166.95,659,5771.43,36,17.32,Debt Consolidation,Employed,Rent,0.17,Current
LN104687,CUST204687,43,61922.25,731,6154.36,60,15.05,Major Purchase,Self-Employed,Rent,0.02,Fully Paid
LN104688,CUST204688,31,49482.05,647,21760.34,36,19.87,Home Improvement,Employed,Rent,0.02,Fully Paid
LN104689,CUST204689,41,18673.99,742,28074.95,60,14.92,Small Business,Employed,Rent,0.18,Fully Paid
LN104690,CUST204690,64,99071.37,534,22112.02,36,22.68,Credit Card Reinvestment,Employed,Rent,0.06,Charged Off
LN104691,CUST204691,25,77929.76,824,1000.0,60,9.7,Home Improvement,Employed,Mortgage,0.21,Current
LN104692,CUST204692,43,131632.2,738,11640.45,36,14.14,Debt Consolidation,Employed,Rent,0.24,Fully Paid
LN104693,CUST204693,61,91985.33,833,16911.33,60,11.08,Credit Card Reinvestment,Employed,Rent,0.13,Fully Paid
LN104694,CUST204694,45,98513.6,648,15476.59,36,18.21,Credit Card Reinvestment,Employed,Mortgage,0.31,Current
LN104695,CUST204695,61,21266.16,610,1000.0,60,19.14,Credit Card Reinvestment,Employed,Mortgage,0.21,Charged Off
LN104696,CUST204696,30,20829.12,516,4622.44,36,26.7,Debt Consolidation,Employed,Mortgage,0.04,Charged Off
LN104697,CUST204697,42,66057.8,725,8585.92,36,16.9,Small Business,Self-Employed,Rent,0.12,Fully Paid
LN104698,CUST204698,39,36297.11,639,14459.17,60,22.73,Debt Consolidation,Employed,Mortgage,0.12,Current
LN104699,CUST204699,21,47967.83,643,1000.0,60,16.87,Debt Consolidation,Employed,Rent,0.22,Fully Paid
LN104700,CUST204700,27,128156.6,759,19801.8,60,15.11,Education,Employed,Own,0.23,Fully Paid
LN104701,CUST204701,24,94746.9,716,14256.14,36,15.71,Credit Card Reinvestment,Employed,Mortgage,0.2,Fully Paid
LN104702,CUST204702,21,41608.61,661,6654.37,36,18.59,Home Improvement,Employed,Mortgage,0.1,Current
LN104703,CUST204703,35,18000.0,591,16548.7,36,24.14,Small Business,Employed,Rent,0.21,Fully Paid
LN104704,CUST204704,60,39501.57,673,3479.82,36,15.47,Debt Consolidation,Employed,Rent,0.24,Current
LN104705,CUST204705,32,51070.14,830,14583.31,36,10.94,Debt Consolidation,Employed,Own,0.08,Fully Paid
LN104706,CUST204706,42,56968.41,704,1000.0,36,15.72,Credit Card Reinvestment,Employed,Mortgage,0.2,Fully Paid
LN104707,CUST204707,42,33023.84,652,1761.72,60,18.06,Debt Consolidation,Self-Employed,Rent,0.15,Current
LN104708,CUST204708,37,93246.26,602,11367.63,36,17.75,Small Business,Unemployed,Rent,0.16,Charged Off
LN104709,CUST204709,49,47213.48,701,9269.86,60,18.89,Major Purchase,Employed,Mortgage,0.31,Current
LN104710,CUST204710,34,81214.44,779,18074.31,36,15.83,Debt Consolidation,Employed,Own,0.25,Current
LN104711,CUST204711,40,66347.19,564,14850.75,60,23.31,Small Business,Employed,Mortgage,0.16,Fully Paid
LN104712,CUST204712,53,88461.93,616,31803.16,36,18.35,Debt Consolidation,Self-Employed,Rent,0.27,Current
LN104713,CUST204713,63,59051.99,652,12878.71,60,19.34,Home Improvement,Employed,Rent,0.09,Current
LN104714,CUST204714,35,41875.34,655,1000.0,36,20.1,Small Business,Employed,Rent,0.15,Charged Off
LN104715,CUST204715,32,50035.32,663,1000.0,60,19.06,Small Business,Employed,Own,0.07,Fully Paid
LN104716,CUST204716,60,50387.87,581,5430.99,36,21.69,Debt Consolidation,Employed,Rent,0.12,Charged Off
LN104717,CUST204717,40,116613.76,505,42076.31,36,26.92,Debt Consolidation,Employed,Mortgage,0.25,Charged Off
LN104718,CUST204718,50,66912.63,821,14706.21,36,11.1,Debt Consolidation,Employed,Rent,0.13,Fully Paid
LN104719,CUST204719,58,65115.82,566,23868.25,36,22.11,Home Improvement,Self-Employed,Rent,0.11,Current
LN104720,CUST204720,23,87050.66,737,23057.67,60,16.46,Home Improvement,Employed,Mortgage,0.15,Fully Paid
LN104721,CUST204721,48,64998.25,571,4864.74,36,22.64,Debt Consolidation,Employed,Mortgage,0.18,Current
LN104722,CUST204722,46,93041.91,594,1000.0,60,22.08,Home Improvement,Employed,Rent,0.13,Fully Paid
LN104723,CUST204723,50,55698.06,803,20138.51,36,13.68,Major Purchase,Employed,Rent,0.05,Fully Paid
LN104724,CUST204724,33,53159.01,825,1000.0,60,12.79,Home Improvement,Employed,Mortgage,0.21,Fully Paid
LN104725,CUST204725,33,40493.16,577,22821.27,60,21.37,Debt Consolidation,Self-Employed,Mortgage,0.45,Charged Off
LN104726,CUST204726,22,111251.18,566,14063.56,36,21.31,Education,Employed,Mortgage,0.07,Current
LN104727,CUST204727,57,63254.38,675,19928.43,36,18.21,Debt Consolidation,Employed,Rent,0.08,Fully Paid
LN104728,CUST204728,58,35648.94,820,17427.54,36,14.47,Major Purchase,Employed,Mortgage,0.1,Fully Paid
LN104729,CUST204729,22,69920.68,671,17854.63,36,18.12,Debt Consolidation,Employed,Mortgage,0.21,Current
LN104730,CUST204730,56,48748.65,754,15835.89,36,15.74,Home Improvement,Employed,Mortgage,0.2,Fully Paid
LN104731,CUST204731,46,55259.97,562,17252.81,36,22.69,Home Improvement,Self-Employed,Mortgage,0.17,Current
LN104732,CUST204732,31,72768.84,801,15368.68,36,16.01,Home Improvement,Employed,Own,0.24,Fully Paid
LN104733,CUST204733,28,103024.63,745,3988.21,36,14.99,Home Improvement,Employed,Rent,0.31,Current
LN104734,CUST204734,64,67539.63,691,11849.13,36,18.26,Debt Consolidation,Employed,Mortgage,0.07,Current
LN104735,CUST204735,60,47224.08,828,32358.17,36,10.8,Home Improvement,Employed,Mortgage,0.19,Fully Paid
LN104736,CUST204736,63,52377.13,570,17512.93,36,20.52,Home Improvement,Employed,Rent,0.07,Current
LN104737,CUST204737,42,81411.18,728,24139.6,36,15.87,Debt Consolidation,Employed,Own,0.15,Charged Off
LN104738,CUST204738,40,18000.0,562,7134.85,36,24.29,Education,Employed,Rent,0.21,Fully Paid
LN104739,CUST204739,28,38932.94,796,6995.58,36,14.11,Small Business,Employed,Rent,0.36,Current
LN104740,CUST204740,49,70316.15,744,5372.38,60,12.11,Small Business,Employed,Rent,0.22,Fully Paid
LN104741,CUST204741,60,22333.26,506,4345.85,36,25.86,Credit Card Reinvestment,Self-Employed,Rent,0.16,Fully Paid
LN104742,CUST204742,46,57187.05,759,2020.81,60,12.34,Debt Consolidation,Employed,Mortgage,0.0,Fully Paid
LN104743,CUST204743,50,53043.37,588,16865.72,36,22.74,Home Improvement,Employed,Rent,0.29,Charged Off
LN104744,CUST204744,37,86936.21,676,12153.45,36,18.78,Major Purchase,Employed,Rent,0.1,Fully Paid
LN104745,CUST204745,40,58742.94,703,22003.96,36,16.66,Debt Consolidation,Employed,Mortgage,0.13,Fully Paid
LN104746,CUST204746,36,94667.28,633,12516.83,36,20.77,Home Improvement,Employed,Rent,0.22,Current
LN104747,CUST204747,63,66971.83,581,1000.0,60,21.36,Debt Consolidation,Employed,Mortgage,0.09,Current
LN104748,CUST204748,27,109411.28,520,18548.93,36,24.42,Debt Consolidation,Employed,Rent,0.27,Charged Off
LN104749,CUST204749,36,30312.78,627,1000.0,60,17.76,Debt Consolidation,Employed,Mortgage,0.23,Fully Paid
LN104750,CUST204750,47,105428.17,694,16715.15,36,16.86,Education,Employed,Rent,0.17,Fully Paid
LN104751,CUST204751,43,54721.82,693,8829.14,36,18.67,Credit Card Reinvestment,Employed,Mortgage,0.2,Fully Paid
LN104752,CUST204752,44,101848.74,683,16860.08,36,15.68,Debt Consolidation,Employed,Mortgage,0.06,Current
LN104753,CUST204753,29,94630.87,746,3451.05,36,16.39,Credit Card Reinvestment,Unemployed,Own,0.03,Fully Paid
LN104754,CUST204754,55,18000.0,823,21226.6,36,9.05,Debt Consolidation,Employed,Rent,0.12,Fully Paid
LN104755,CUST204755,40,76979.21,659,15300.88,36,16.86,Credit Card Reinvestment,Self-Employed,Mortgage,0.3,Current
LN104756,CUST204756,57,89940.49,693,12246.38,60,16.81,Small Business,Employed,Mortgage,0.27,Current
LN104757,CUST204757,62,98214.82,609,1442.0,60,20.87,Home Improvement,Employed,Own,0.28,Current
LN104758,CUST204758,37,35584.07,565,29484.28,36,21.54,Credit Card Reinvestment,Employed,Mortgage,0.25,Charged Off
LN104759,CUST204759,51,79758.57,753,7745.66,36,13.98,Home Improvement,Employed,Rent,0.1,Fully Paid
LN104760,CUST204760,28,69876.84,782,17103.53,36,15.38,Home Improvement,Employed,Mortgage,0.09,Fully Paid
LN104761,CUST204761,35,75785.22,559,7408.97,36,24.42,Credit Card Reinvestment,Self-Employed,Rent,0.16,Current
LN104762,CUST204762,51,89973.41,617,45219.92,60,19.68,Major Purchase,Employed,Mortgage,0.27,Fully Paid
LN104763,CUST204763,50,93917.75,543,16195.37,36,22.69,Credit Card Reinvestment,Employed,Mortgage,0.07,Charged Off
LN104764,CUST204764,40,48606.43,709,10082.5,60,16.21,Education,Employed,Own,0.07,Fully Paid
LN104765,CUST204765,59,71635.48,535,19846.07,60,26.93,Major Purchase,Employed,Mortgage,0.04,Charged Off
LN104766,CUST204766,32,66028.38,518,21000.49,36,24.31,Major Purchase,Employed,Mortgage,0.11,Fully Paid
LN104767,CUST204767,37,59016.18,590,18156.79,36,23.76,Major Purchase,Employed,Rent,0.12,Charged Off
LN104768,CUST204768,62,61405.62,800,12411.86,36,14.1,Debt Consolidation,Employed,Mortgage,0.07,Fully Paid
LN104769,CUST204769,50,69899.68,711,18524.06,36,16.4,Home Improvement,Employed,Rent,0.16,Fully Paid
LN104770,CUST204770,49,49950.46,721,13757.27,36,15.19,Home Improvement,Employed,Mortgage,0.16,Fully Paid
LN104771,CUST204771,39,87075.92,716,14797.65,60,17.53,Home Improvement,Unemployed,Rent,0.36,Charged Off
LN104772,CUST204772,31,96732.71,722,8716.7,36,14.94,Major Purchase,Employed,Rent,0.26,Fully Paid
LN104773,CUST204773,54,44485.59,597,3292.51,60,20.54,Debt Consolidation,Employed,Mortgage,0.26,Charged Off
LN104774,CUST204774,27,97958.25,518,19505.98,60,25.27,Debt Consolidation,Employed,Own,0.13,Fully Paid
LN104775,CUST204775,64,44532.66,796,19850.4,60,12.8,Small Business,Employed,Mortgage,0.19,Fully Paid
LN104776,CUST204776,54,87444.67,525,25373.11,36,23.41,Debt Consolidation,Employed,Mortgage,0.08,Charged Off
LN104777,CUST204777,40,97911.97,527,15388.12,60,23.46,Debt Consolidation,Employed,Mortgage,0.18,Charged Off
LN104778,CUST204778,58,62637.23,563,13274.13,36,21.45,Debt Consolidation,Employed,Rent,0.1,Fully Paid
LN104779,CUST204779,44,44737.56,823,3721.5,36,12.75,Major Purchase,Employed,Rent,0.2,Fully Paid
LN104780,CUST204780,30,50282.93,722,14683.81,60,16.17,Home Improvement,Employed,Own,0.06,Current
LN104781,CUST204781,52,74046.42,579,17881.59,60,19.81,Education,Employed,Own,0.17,Fully Paid
LN104782,CUST204782,35,114116.36,550,1000.0,36,22.27,Debt Consolidation,Self-Employed,Rent,0.07,Fully Paid
LN104783,CUST204783,57,22681.68,601,23552.18,60,20.41,Small Business,Employed,Rent,0.06,Current
LN104784,CUST204784,40,67506.05,675,9303.7,36,17.44,Debt Consolidation,Employed,Mortgage,0.29,Fully Paid
LN104785,CUST204785,23,62798.2,509,13431.2,36,25.54,Debt Consolidation,Employed,Mortgage,0.06,Charged Off
LN104786,CUST204786,57,53586.96,736,19782.17,36,14.51,Home Improvement,Employed,Rent,0.32,Current
LN104787,CUST204787,60,62980.45,599,14941.49,36,25.1,Debt Consolidation,Employed,Rent,0.32,Current
LN104788,CUST204788,28,51445.08,727,26226.89,36,18.0,Debt Consolidation,Unemployed,Own,0.08,Fully Paid
